,ST,PWGTP,AGEP,DDRS,DEAR,DEYE,DOUT,DPHY,DRATX,DREM,SCHL,SEX,ESR,FOD1P,OCCP10
1140,17,13,65,2.0,2,2,2.0,2.0,,2.0,16.0,1,6.0,,4760.0
1141,17,13,67,2.0,2,2,2.0,2.0,,2.0,19.0,2,1.0,,3255.0
1142,17,18,82,1.0,1,2,1.0,1.0,,1.0,16.0,2,6.0,,
1143,17,30,50,2.0,2,2,2.0,2.0,,2.0,18.0,2,1.0,,10.0
1144,17,39,15,2.0,2,2,2.0,2.0,,2.0,13.0,2,,,
1145,17,30,61,2.0,2,2,2.0,2.0,,2.0,21.0,1,1.0,2305.0,9350.0
1146,17,32,51,2.0,2,2,2.0,2.0,,2.0,20.0,2,1.0,,3320.0
1147,17,31,23,2.0,2,2,2.0,2.0,,2.0,19.0,1,1.0,,740.0
1148,17,13,24,2.0,2,2,2.0,2.0,,2.0,21.0,1,1.0,6207.0,4850.0
1149,17,17,24,2.0,2,2,2.0,2.0,,2.0,19.0,2,1.0,,5120.0
1150,17,21,54,2.0,2,2,2.0,2.0,,2.0,22.0,1,1.0,3600.0,4820.0
1151,17,25,52,2.0,2,2,2.0,2.0,,2.0,21.0,2,3.0,1901.0,4720.0
1152,17,22,24,2.0,2,2,2.0,2.0,,2.0,19.0,2,1.0,,5000.0
1153,17,22,22,2.0,2,2,2.0,2.0,,2.0,19.0,2,1.0,,3600.0
1154,17,24,20,2.0,2,2,2.0,2.0,,2.0,19.0,1,1.0,,7700.0
1155,17,15,58,2.0,2,2,2.0,2.0,,2.0,16.0,2,6.0,,5240.0
1156,17,16,57,2.0,2,2,2.0,2.0,,2.0,16.0,1,1.0,,4000.0
1157,17,18,30,2.0,2,1,1.0,2.0,,1.0,18.0,1,1.0,,8965.0
1158,17,15,13,2.0,2,2,,2.0,,2.0,9.0,1,,,
1159,17,6,70,2.0,2,2,2.0,2.0,,2.0,21.0,2,6.0,2901.0,
1160,17,15,26,2.0,2,2,2.0,2.0,,2.0,21.0,1,1.0,6200.0,5240.0
1161,17,22,25,2.0,2,2,2.0,2.0,,2.0,20.0,2,1.0,,4220.0
1162,17,20,22,2.0,2,2,2.0,2.0,,2.0,22.0,1,1.0,6002.0,4760.0
1163,17,25,89,2.0,2,2,2.0,2.0,,2.0,9.0,2,6.0,,
1164,17,22,72,2.0,2,2,2.0,2.0,2.0,2.0,16.0,1,6.0,,205.0
1165,17,18,70,2.0,2,2,2.0,2.0,,2.0,21.0,2,2.0,2304.0,4720.0
1166,17,5,73,2.0,2,2,2.0,2.0,2.0,2.0,19.0,1,6.0,,
1167,17,5,69,2.0,2,2,2.0,2.0,,2.0,16.0,2,6.0,,
1168,17,17,66,2.0,2,2,2.0,2.0,,2.0,12.0,1,1.0,,9130.0
1169,17,17,59,1.0,2,2,1.0,1.0,,2.0,20.0,2,6.0,,
1170,17,3,58,2.0,2,2,2.0,2.0,,2.0,20.0,2,1.0,,7750.0
1171,17,6,34,2.0,2,2,2.0,2.0,,2.0,21.0,2,6.0,2304.0,2310.0
1172,17,7,37,2.0,2,2,2.0,2.0,,2.0,21.0,1,6.0,5501.0,
1173,17,8,14,2.0,2,2,,2.0,,2.0,11.0,1,,,
1174,17,9,11,2.0,2,2,,2.0,,2.0,8.0,1,,,
1175,17,8,8,2.0,2,2,,2.0,,2.0,4.0,1,,,
1176,17,22,62,2.0,2,2,2.0,2.0,,2.0,21.0,1,1.0,3301.0,710.0
1177,17,22,58,2.0,2,2,2.0,2.0,,2.0,16.0,2,1.0,,2440.0
1178,17,5,78,1.0,2,2,1.0,1.0,,1.0,21.0,1,6.0,6200.0,
1179,17,4,34,2.0,2,2,2.0,2.0,,2.0,21.0,2,1.0,5404.0,2010.0
1180,17,4,31,2.0,2,2,2.0,2.0,,2.0,19.0,1,1.0,,6730.0
1181,17,7,74,2.0,2,2,2.0,2.0,,2.0,13.0,2,6.0,,4610.0
1182,17,12,53,2.0,2,2,2.0,2.0,,2.0,17.0,1,6.0,,
1183,17,27,47,2.0,2,2,2.0,2.0,,2.0,19.0,1,3.0,,4850.0
1184,17,9,57,2.0,2,2,2.0,2.0,,2.0,18.0,1,1.0,,7340.0
1185,17,10,55,2.0,2,2,2.0,2.0,,2.0,16.0,2,1.0,,5550.0
1186,17,12,27,2.0,2,2,2.0,2.0,,2.0,20.0,1,6.0,,
1187,17,15,44,2.0,2,2,2.0,2.0,,2.0,24.0,2,1.0,5200.0,1840.0
1188,17,19,48,2.0,2,2,2.0,2.0,,2.0,18.0,1,3.0,,4000.0
1189,17,16,3,,2,2,,,,,2.0,1,,,
1190,17,26,80,2.0,1,2,2.0,1.0,,2.0,13.0,2,6.0,,
1191,17,47,30,2.0,2,2,2.0,2.0,,2.0,19.0,2,1.0,,3646.0
1192,17,39,6,2.0,2,2,,2.0,,2.0,3.0,2,,,
1193,17,37,2,,2,2,,,,,,2,,,
1194,17,33,0,,2,2,,,,,,1,,,
1195,17,30,30,2.0,2,2,2.0,2.0,,2.0,16.0,1,1.0,,8140.0
1196,17,15,72,2.0,1,2,2.0,2.0,,2.0,17.0,1,6.0,,
1197,17,11,53,2.0,2,2,2.0,2.0,,2.0,19.0,1,6.0,,
1198,17,38,41,2.0,2,2,2.0,2.0,,2.0,16.0,1,1.0,,8330.0
1199,17,38,36,2.0,2,2,2.0,2.0,,2.0,13.0,2,1.0,,4720.0
1200,17,34,15,2.0,2,2,2.0,2.0,,2.0,11.0,2,,,
1201,17,50,11,2.0,2,2,,2.0,,2.0,8.0,1,,,
1202,17,43,9,2.0,2,2,,2.0,,2.0,6.0,2,,,
1203,17,2,52,1.0,2,1,1.0,1.0,,2.0,16.0,1,6.0,,
1204,17,7,32,2.0,2,2,2.0,2.0,,2.0,16.0,1,6.0,,4110.0
1205,17,32,73,2.0,2,2,2.0,2.0,2.0,2.0,21.0,1,6.0,6200.0,9120.0
1206,17,34,69,2.0,2,2,2.0,2.0,,2.0,21.0,2,6.0,2300.0,2310.0
1207,17,3,56,2.0,2,2,2.0,2.0,,2.0,16.0,1,3.0,,7220.0
1208,17,3,54,2.0,2,2,2.0,2.0,,2.0,16.0,2,3.0,,4760.0
1209,17,9,81,2.0,1,2,2.0,2.0,2.0,2.0,16.0,1,6.0,,
1210,17,9,78,2.0,2,2,2.0,2.0,,2.0,16.0,2,6.0,,
1211,17,10,30,2.0,2,2,2.0,2.0,,2.0,20.0,1,3.0,,7200.0
1212,17,17,35,2.0,2,2,2.0,2.0,,2.0,14.0,1,3.0,,6260.0
1213,17,14,27,2.0,2,2,2.0,2.0,2.0,2.0,16.0,1,3.0,,2900.0
1214,17,9,57,2.0,2,2,2.0,2.0,,2.0,22.0,2,1.0,3401.0,2000.0
1215,17,9,58,2.0,2,2,2.0,2.0,,2.0,18.0,1,1.0,,4760.0
1216,17,4,38,2.0,2,2,2.0,2.0,,2.0,19.0,1,1.0,,7150.0
1217,17,5,38,2.0,2,2,2.0,2.0,,2.0,18.0,2,1.0,,3600.0
1218,17,6,16,2.0,2,2,2.0,2.0,,2.0,12.0,2,6.0,,
1219,17,5,16,2.0,2,2,2.0,2.0,,2.0,12.0,2,6.0,,
1220,17,26,39,2.0,2,2,1.0,2.0,,1.0,21.0,2,6.0,3402.0,
1221,17,3,51,2.0,2,2,2.0,2.0,,2.0,16.0,1,1.0,,7700.0
1222,17,6,48,2.0,2,2,2.0,2.0,,2.0,16.0,2,1.0,,5240.0
1223,17,15,51,2.0,2,2,2.0,2.0,,2.0,22.0,2,1.0,1401.0,1540.0
1224,17,14,56,2.0,2,2,2.0,2.0,,2.0,22.0,1,1.0,2405.0,8030.0
1225,17,25,40,2.0,2,2,2.0,2.0,,2.0,16.0,1,1.0,,7200.0
1226,17,23,38,2.0,2,2,2.0,2.0,,2.0,21.0,2,1.0,2304.0,2310.0
1227,17,23,3,,2,2,,,,,1.0,1,,,
1228,17,30,50,2.0,2,2,2.0,2.0,,2.0,19.0,2,1.0,,630.0
1229,17,30,57,2.0,2,2,2.0,2.0,,2.0,19.0,1,1.0,,7330.0
1230,17,40,14,2.0,2,2,,2.0,,2.0,11.0,2,,,
1231,17,31,13,2.0,2,2,,2.0,,2.0,10.0,1,,,
1232,17,2,52,2.0,2,2,2.0,2.0,2.0,2.0,20.0,1,1.0,,7750.0
1233,17,2,51,2.0,2,2,2.0,2.0,,2.0,24.0,2,1.0,6107.0,3258.0
1234,17,3,15,2.0,2,2,2.0,2.0,,2.0,12.0,2,,,
1235,17,11,38,2.0,2,2,2.0,2.0,2.0,2.0,19.0,1,6.0,,
1236,17,12,38,2.0,2,2,2.0,2.0,,2.0,13.0,2,1.0,,4720.0
1237,17,1,18,2.0,2,2,2.0,2.0,,2.0,17.0,1,6.0,,7750.0
1238,17,6,15,2.0,2,2,2.0,2.0,,2.0,12.0,1,,,
1239,17,13,12,2.0,2,2,,2.0,,2.0,9.0,1,,,
1240,17,1,18,2.0,2,2,1.0,2.0,,1.0,16.0,2,6.0,,3600.0
1241,17,3,45,2.0,2,2,2.0,2.0,,2.0,16.0,1,1.0,,6260.0
1242,17,3,41,2.0,2,2,2.0,2.0,,2.0,16.0,2,6.0,,5010.0
1243,17,4,19,2.0,2,2,2.0,2.0,,2.0,16.0,2,1.0,,4230.0
1244,17,2,10,2.0,2,2,,2.0,,2.0,6.0,2,,,
1245,17,2,9,2.0,2,2,,2.0,,2.0,5.0,2,,,
1246,17,2,5,2.0,2,2,,2.0,,2.0,2.0,2,,,
1247,17,2,3,,2,2,,,,,2.0,2,,,
1248,17,2,1,,2,2,,,,,,2,,,
1249,17,7,18,2.0,2,2,2.0,2.0,,2.0,16.0,2,6.0,,4150.0
1250,17,7,39,2.0,2,2,2.0,2.0,,2.0,19.0,1,1.0,,700.0
1251,17,11,64,2.0,2,2,2.0,2.0,2.0,2.0,19.0,1,6.0,,9130.0
1252,17,9,63,2.0,2,2,2.0,2.0,,2.0,16.0,2,6.0,,4720.0
1253,17,11,40,2.0,2,2,2.0,2.0,,2.0,21.0,1,1.0,5501.0,10.0
1254,17,18,46,2.0,2,2,2.0,2.0,,2.0,20.0,2,6.0,,
1255,17,14,13,2.0,2,2,,2.0,,2.0,10.0,2,,,
1256,17,14,12,2.0,2,2,,2.0,,2.0,9.0,2,,,
1257,17,14,10,2.0,2,2,,2.0,,2.0,7.0,1,,,
1258,17,23,35,2.0,2,2,2.0,2.0,,2.0,21.0,2,6.0,1901.0,
1259,17,21,38,2.0,2,2,2.0,2.0,,2.0,20.0,1,1.0,,6230.0
1260,17,18,8,2.0,2,2,,2.0,,2.0,5.0,2,,,
1261,17,18,6,2.0,2,2,,2.0,,2.0,3.0,2,,,
1262,17,11,4,,2,2,,,,,1.0,2,,,
1263,17,17,1,,2,2,,,,,,1,,,
1264,17,9,41,2.0,2,2,2.0,2.0,,2.0,21.0,1,1.0,2412.0,1010.0
1265,17,30,86,2.0,2,2,2.0,2.0,,2.0,19.0,1,6.0,,
1266,17,28,90,2.0,2,2,1.0,1.0,,1.0,13.0,2,6.0,,
1267,17,4,41,2.0,2,2,2.0,2.0,,2.0,16.0,2,1.0,,5400.0
1268,17,4,20,2.0,2,2,2.0,2.0,,2.0,19.0,1,6.0,,
1269,17,4,18,2.0,2,2,2.0,2.0,,2.0,14.0,1,1.0,,5620.0
1270,17,4,13,2.0,2,2,,2.0,,2.0,11.0,1,,,
1271,17,2,2,,2,2,,,,,,2,,,
1272,17,4,4,,2,2,,,,,2.0,1,,,
1273,17,3,32,2.0,2,2,2.0,2.0,,2.0,16.0,1,1.0,,8710.0
1274,17,36,65,2.0,2,2,2.0,2.0,,2.0,21.0,2,6.0,2305.0,5700.0
1275,17,14,20,2.0,2,2,2.0,2.0,,2.0,19.0,2,6.0,,
1276,17,6,28,2.0,2,2,2.0,2.0,,2.0,21.0,2,1.0,2300.0,2310.0
1277,17,6,28,2.0,2,2,2.0,2.0,,2.0,21.0,1,1.0,6105.0,1760.0
1278,17,6,0,,2,2,,,,,,1,,,
1279,17,37,37,2.0,2,2,2.0,2.0,,2.0,9.0,1,1.0,,6515.0
1280,17,40,33,2.0,2,2,2.0,2.0,,2.0,16.0,2,1.0,,310.0
1281,17,35,14,2.0,2,2,,2.0,,2.0,11.0,1,,,
1282,17,35,12,2.0,2,2,,2.0,,2.0,9.0,1,,,
1283,17,45,3,,1,1,,,,,2.0,2,,,
1284,17,38,29,2.0,2,2,2.0,2.0,,2.0,16.0,2,1.0,,4720.0
1285,17,17,94,1.0,1,2,1.0,1.0,,1.0,16.0,2,6.0,,
1286,17,39,69,2.0,1,2,2.0,1.0,,2.0,19.0,2,6.0,,9110.0
1287,17,50,89,2.0,2,2,1.0,1.0,,1.0,16.0,2,6.0,,
1288,17,7,50,2.0,2,2,2.0,2.0,,2.0,15.0,1,1.0,,8030.0
1289,17,8,49,2.0,2,2,2.0,2.0,,2.0,1.0,2,1.0,,8030.0
1290,17,11,29,2.0,2,2,2.0,2.0,,2.0,21.0,2,6.0,4801.0,5120.0
1291,17,10,25,2.0,2,2,2.0,2.0,,2.0,19.0,1,6.0,,
1292,17,6,4,,2,2,,,,,2.0,1,,,
1293,17,2,36,2.0,2,2,2.0,2.0,,2.0,20.0,1,1.0,,9130.0
1294,17,1,32,2.0,2,2,2.0,2.0,,2.0,19.0,2,1.0,,800.0
1295,17,3,10,2.0,2,2,,2.0,,2.0,6.0,2,,,
1296,17,2,5,2.0,2,2,,2.0,,2.0,2.0,1,,,
1297,17,14,44,2.0,2,2,2.0,2.0,,2.0,19.0,2,3.0,,5700.0
1298,17,18,20,2.0,1,1,2.0,2.0,,2.0,19.0,1,1.0,,4720.0
1299,17,15,11,2.0,2,2,,2.0,,2.0,8.0,1,,,
1300,17,54,34,2.0,2,2,2.0,2.0,,2.0,12.0,1,3.0,,6230.0
1301,17,42,33,2.0,2,2,2.0,2.0,,2.0,20.0,1,3.0,,3930.0
1302,17,16,88,2.0,2,2,2.0,2.0,,2.0,16.0,2,6.0,,
1303,17,19,59,2.0,2,2,2.0,2.0,,2.0,16.0,2,1.0,,5120.0
1304,17,1,44,1.0,2,2,1.0,1.0,,1.0,21.0,2,1.0,2102.0,7750.0
1305,17,14,64,2.0,2,2,2.0,2.0,2.0,2.0,18.0,1,1.0,,6260.0
1306,17,14,63,2.0,2,2,2.0,2.0,,2.0,21.0,2,6.0,2901.0,3255.0
1307,17,3,38,2.0,2,2,2.0,2.0,,2.0,16.0,1,1.0,,9130.0
1308,17,2,37,2.0,2,2,2.0,2.0,,2.0,16.0,2,1.0,,310.0
1309,17,4,16,2.0,2,2,2.0,2.0,,2.0,13.0,2,6.0,,
1310,17,2,12,2.0,2,2,,2.0,,2.0,10.0,1,,,
1311,17,3,12,2.0,2,2,,2.0,,2.0,10.0,1,,,
1312,17,21,46,2.0,2,2,2.0,2.0,,2.0,23.0,1,1.0,6206.0,2100.0
1313,17,2,69,2.0,2,2,2.0,2.0,,2.0,16.0,2,6.0,,4020.0
1314,17,2,70,2.0,2,2,2.0,2.0,2.0,2.0,16.0,1,1.0,,4230.0
1315,17,6,76,1.0,2,2,2.0,1.0,,2.0,13.0,2,6.0,,
1316,17,7,40,2.0,2,2,2.0,2.0,,1.0,19.0,2,1.0,,4965.0
1317,17,8,42,2.0,2,2,2.0,2.0,,2.0,21.0,1,3.0,3301.0,5120.0
1318,17,30,37,2.0,2,2,2.0,2.0,,2.0,21.0,1,1.0,5301.0,3160.0
1319,17,31,38,2.0,2,2,2.0,2.0,,2.0,21.0,2,1.0,6109.0,3150.0
1320,17,48,56,2.0,2,2,2.0,2.0,,2.0,19.0,1,1.0,,9620.0
1321,17,36,16,2.0,1,2,2.0,2.0,,2.0,13.0,1,6.0,,
1322,17,45,40,2.0,2,2,2.0,2.0,,2.0,19.0,1,6.0,,
1323,17,44,25,2.0,2,2,2.0,2.0,,2.0,19.0,1,1.0,,9130.0
1324,17,57,25,2.0,2,2,2.0,2.0,,2.0,19.0,2,1.0,,4760.0
1325,17,10,63,2.0,2,2,2.0,2.0,,2.0,16.0,1,6.0,,1460.0
1326,17,10,59,2.0,2,2,2.0,2.0,,2.0,16.0,2,6.0,,4650.0
1327,17,10,21,2.0,2,2,2.0,2.0,,2.0,19.0,2,1.0,,630.0
1328,17,12,21,2.0,2,2,2.0,2.0,,2.0,20.0,1,3.0,,6260.0
1329,17,5,79,2.0,1,2,2.0,2.0,2.0,2.0,14.0,1,6.0,,
1330,17,5,84,2.0,2,2,1.0,2.0,,1.0,16.0,2,6.0,,
1331,17,20,73,2.0,2,2,2.0,2.0,2.0,2.0,21.0,1,6.0,3600.0,4920.0
1332,17,21,68,1.0,2,2,1.0,2.0,,1.0,19.0,2,6.0,,
1333,17,24,28,2.0,2,2,2.0,2.0,,2.0,22.0,2,1.0,2313.0,2050.0
1334,17,9,88,1.0,1,1,1.0,1.0,,1.0,16.0,2,6.0,,
1335,17,13,77,2.0,2,2,2.0,1.0,,2.0,14.0,2,6.0,,
1336,17,21,42,2.0,2,2,2.0,1.0,,2.0,14.0,2,6.0,,
1337,17,18,3,,2,2,,,,,1.0,2,,,
1338,17,2,51,2.0,2,2,2.0,2.0,,2.0,16.0,2,1.0,,6050.0
1339,17,3,25,2.0,2,2,2.0,2.0,,2.0,19.0,2,1.0,,4020.0
1340,17,9,50,2.0,1,2,1.0,1.0,,1.0,15.0,2,1.0,,4220.0
1341,17,25,22,2.0,2,2,2.0,2.0,,2.0,21.0,2,6.0,1103.0,630.0
1342,17,36,22,2.0,2,2,2.0,2.0,,2.0,21.0,2,6.0,3700.0,5860.0
1343,17,58,22,2.0,2,2,2.0,2.0,,2.0,21.0,1,1.0,2402.0,2200.0
1344,17,36,22,2.0,2,2,2.0,2.0,,2.0,21.0,2,6.0,3301.0,1965.0
1345,17,33,51,2.0,2,2,2.0,2.0,,2.0,19.0,1,1.0,,7020.0
1346,17,26,45,2.0,2,2,2.0,2.0,,2.0,21.0,2,1.0,6004.0,4700.0
1347,17,6,53,2.0,2,2,2.0,2.0,,2.0,21.0,1,6.0,6004.0,2630.0
1348,17,7,64,2.0,1,2,2.0,2.0,2.0,2.0,18.0,1,1.0,,6730.0
1349,17,7,62,2.0,2,2,2.0,2.0,,2.0,18.0,2,1.0,,5700.0
1350,17,10,37,2.0,2,2,2.0,2.0,,2.0,18.0,1,1.0,,6320.0
1351,17,8,77,2.0,2,2,2.0,2.0,,2.0,18.0,2,6.0,,
1352,17,20,79,2.0,2,2,2.0,2.0,,2.0,16.0,1,6.0,,
1353,17,30,76,2.0,2,2,2.0,2.0,,2.0,16.0,1,6.0,,9240.0
1354,17,50,53,2.0,2,2,2.0,2.0,,2.0,20.0,2,1.0,,3620.0
1355,17,42,17,2.0,2,2,2.0,2.0,,2.0,14.0,1,6.0,,
1356,17,12,50,2.0,2,2,2.0,2.0,,2.0,16.0,1,1.0,,10.0
1357,17,15,46,2.0,2,2,2.0,2.0,,2.0,16.0,2,6.0,,
1358,17,12,7,2.0,2,2,,2.0,,2.0,4.0,2,,,
1359,17,45,46,2.0,2,2,2.0,2.0,,2.0,16.0,1,1.0,,6420.0
1360,17,52,33,2.0,2,2,2.0,2.0,,2.0,16.0,2,6.0,,
1361,17,42,16,2.0,2,2,2.0,2.0,,2.0,12.0,2,6.0,,
1362,17,42,15,2.0,2,1,2.0,2.0,,2.0,11.0,2,,,
1363,17,41,13,2.0,1,2,,2.0,,1.0,9.0,1,,,
1364,17,39,8,2.0,2,2,,2.0,,2.0,4.0,2,,,
1365,17,56,4,,2,2,,,,,2.0,2,,,
1366,17,5,42,2.0,2,2,2.0,2.0,,2.0,19.0,1,6.0,,
1367,17,12,24,1.0,2,2,1.0,1.0,,1.0,12.0,1,6.0,,
1368,17,9,44,2.0,2,2,2.0,2.0,2.0,2.0,16.0,1,3.0,,8740.0
1369,17,12,87,2.0,2,2,2.0,2.0,,2.0,16.0,2,6.0,,
1370,17,20,41,2.0,2,2,2.0,2.0,,2.0,21.0,1,3.0,2314.0,6230.0
1371,17,14,64,2.0,2,2,2.0,2.0,,2.0,21.0,2,1.0,2305.0,2540.0
1372,17,15,45,2.0,2,2,2.0,2.0,,2.0,16.0,2,1.0,,3620.0
1373,17,16,16,2.0,2,2,2.0,2.0,,2.0,12.0,2,6.0,,
1374,17,15,12,2.0,2,2,,2.0,,2.0,9.0,1,,,
1375,17,3,68,2.0,2,2,2.0,2.0,2.0,2.0,22.0,1,1.0,6203.0,100.0
1376,17,3,66,2.0,2,2,2.0,2.0,,2.0,20.0,2,1.0,,3255.0
1377,17,13,74,2.0,2,2,2.0,2.0,,2.0,21.0,2,1.0,6200.0,5700.0
1378,17,12,81,2.0,2,2,2.0,2.0,,2.0,24.0,1,6.0,3501.0,
1379,17,15,21,2.0,2,2,2.0,2.0,,2.0,16.0,2,1.0,,5900.0
1380,17,7,40,2.0,2,2,2.0,2.0,,2.0,19.0,1,1.0,,1430.0
1381,17,5,36,2.0,2,2,2.0,2.0,,2.0,21.0,2,1.0,2901.0,2320.0
1382,17,5,12,2.0,2,2,,2.0,,2.0,9.0,2,,,
1383,17,5,11,2.0,2,2,,2.0,,2.0,7.0,2,,,
1384,17,5,7,2.0,2,2,,2.0,,2.0,4.0,2,,,
1385,17,8,85,1.0,1,2,1.0,1.0,2.0,2.0,18.0,1,6.0,,
1386,17,20,62,2.0,2,2,2.0,2.0,,2.0,21.0,1,1.0,2414.0,4840.0
1387,17,38,36,2.0,2,2,2.0,2.0,,2.0,23.0,2,1.0,3301.0,2100.0
1388,17,38,42,2.0,2,2,2.0,2.0,,2.0,21.0,1,1.0,1902.0,410.0
1389,17,54,3,,2,2,,,,,1.0,2,,,
1390,17,59,1,,2,2,,,,,,1,,,
1391,17,15,71,2.0,2,2,2.0,2.0,,2.0,16.0,2,6.0,,5400.0
1392,17,17,59,2.0,2,2,1.0,1.0,,2.0,13.0,2,6.0,,
1393,17,16,68,1.0,1,1,1.0,1.0,,2.0,17.0,1,6.0,,
1394,17,25,69,2.0,2,2,2.0,2.0,,2.0,19.0,1,1.0,,9130.0
1395,17,23,63,2.0,2,2,2.0,2.0,,2.0,18.0,2,6.0,,
1396,17,14,94,2.0,2,2,2.0,2.0,,2.0,18.0,2,6.0,,
1397,17,8,58,2.0,2,2,2.0,2.0,,2.0,1.0,1,1.0,,9600.0
1398,17,17,19,2.0,2,2,2.0,2.0,,2.0,19.0,2,6.0,,4720.0
1399,17,12,21,2.0,2,2,2.0,2.0,,2.0,19.0,2,1.0,,4010.0
1400,17,8,46,2.0,2,2,2.0,2.0,,2.0,16.0,2,1.0,,4600.0
1401,17,13,50,2.0,2,2,2.0,2.0,,2.0,16.0,1,1.0,,3600.0
1402,17,26,79,2.0,2,2,2.0,2.0,,2.0,18.0,2,6.0,,
1403,17,11,27,2.0,2,2,2.0,2.0,,2.0,18.0,1,1.0,,4020.0
1404,17,18,40,2.0,2,2,2.0,2.0,,2.0,22.0,1,1.0,2304.0,2310.0
1405,17,17,40,2.0,2,2,2.0,2.0,,2.0,22.0,2,1.0,2304.0,2310.0
1406,17,20,8,2.0,2,2,,2.0,,2.0,5.0,2,,,
1407,17,20,5,2.0,2,2,,2.0,,2.0,1.0,2,,,
1408,17,15,80,2.0,2,2,2.0,2.0,2.0,2.0,21.0,1,6.0,2399.0,
1409,17,13,80,2.0,2,2,2.0,2.0,,2.0,21.0,2,6.0,2304.0,
1410,17,3,87,2.0,1,2,2.0,2.0,,2.0,16.0,1,6.0,,
1411,17,5,83,2.0,2,2,1.0,2.0,,1.0,16.0,2,6.0,,
1412,17,149,39,2.0,2,2,2.0,2.0,,2.0,22.0,1,1.0,3700.0,1107.0
1413,17,156,35,2.0,2,2,2.0,2.0,,2.0,22.0,2,3.0,6200.0,9920.0
1414,17,160,10,2.0,2,2,,2.0,,2.0,6.0,1,,,
1415,17,141,6,2.0,2,2,,2.0,,2.0,2.0,2,,,
1416,17,2,83,2.0,2,2,2.0,2.0,,2.0,15.0,2,6.0,,
1417,17,6,69,2.0,2,2,2.0,1.0,,2.0,11.0,2,6.0,,
1418,17,8,65,2.0,2,2,2.0,2.0,,1.0,16.0,2,6.0,,
1419,17,9,67,2.0,2,1,1.0,1.0,,2.0,19.0,1,6.0,,9130.0
1420,17,5,20,2.0,2,2,2.0,2.0,,2.0,14.0,2,6.0,,4060.0
1421,17,14,47,2.0,2,2,2.0,2.0,,2.0,19.0,1,1.0,,9140.0
1422,17,13,44,2.0,2,2,2.0,2.0,,2.0,18.0,2,1.0,,860.0
1423,17,10,13,2.0,2,2,,2.0,,2.0,10.0,1,,,
1424,17,10,8,2.0,2,2,,2.0,,2.0,5.0,1,,,
1425,17,14,2,,2,2,,,,,,1,,,
1426,17,8,39,2.0,2,2,2.0,2.0,,2.0,19.0,2,1.0,,3646.0
1427,17,10,49,2.0,2,2,2.0,2.0,,2.0,16.0,1,1.0,,5610.0
1428,17,9,12,2.0,2,2,,2.0,,2.0,8.0,1,,,
1429,17,16,39,2.0,2,2,2.0,2.0,,2.0,21.0,1,1.0,3700.0,5110.0
1430,17,15,44,2.0,2,2,2.0,2.0,,2.0,21.0,2,6.0,5200.0,
1431,17,13,12,2.0,2,2,,2.0,,2.0,9.0,2,,,
1432,17,15,9,2.0,2,2,,2.0,,2.0,6.0,1,,,
1433,17,4,64,2.0,2,2,2.0,2.0,,2.0,16.0,1,6.0,,9350.0
1434,17,25,62,2.0,2,2,2.0,2.0,,2.0,21.0,1,1.0,5003.0,520.0
1435,17,14,42,2.0,2,2,2.0,2.0,2.0,2.0,19.0,1,1.0,,4700.0
1436,17,40,34,2.0,2,2,2.0,2.0,,2.0,21.0,1,1.0,6203.0,430.0
1437,17,36,38,2.0,2,2,2.0,2.0,,2.0,22.0,2,6.0,2304.0,2310.0
1438,17,31,4,,2,2,,,,,1.0,1,,,
1439,17,31,2,,2,2,,,,,,1,,,
1440,17,31,0,,2,2,,,,,,1,,,
1441,17,15,22,2.0,2,2,2.0,2.0,,2.0,19.0,1,1.0,,4940.0
1442,17,26,21,2.0,2,2,2.0,2.0,,2.0,19.0,1,6.0,,160.0
1443,17,53,51,2.0,1,2,2.0,1.0,1.0,2.0,21.0,1,1.0,6100.0,540.0
1444,17,51,40,2.0,2,2,2.0,2.0,,2.0,16.0,2,1.0,,5400.0
1445,17,54,13,2.0,2,2,,2.0,,2.0,10.0,1,,,
1446,17,54,11,2.0,2,2,,2.0,,2.0,8.0,1,,,
1447,17,6,73,2.0,2,2,2.0,2.0,,2.0,16.0,2,6.0,,
1448,17,7,51,2.0,2,2,2.0,2.0,,2.0,17.0,2,3.0,,4700.0
1449,17,15,51,2.0,2,2,2.0,2.0,,2.0,22.0,1,1.0,5501.0,5000.0
1450,17,14,49,2.0,2,2,2.0,2.0,,2.0,21.0,2,1.0,5501.0,5940.0
1451,17,15,16,2.0,2,2,2.0,2.0,,2.0,13.0,1,1.0,,2720.0
1452,17,12,12,2.0,2,2,,2.0,,2.0,9.0,2,,,
1453,17,23,47,2.0,2,2,2.0,2.0,,2.0,20.0,2,6.0,,
1454,17,19,49,2.0,2,2,2.0,2.0,,2.0,23.0,1,1.0,6105.0,3010.0
1455,17,21,10,2.0,2,2,,2.0,,2.0,7.0,1,,,
1456,17,20,9,2.0,2,2,,2.0,,2.0,5.0,1,,,
1457,17,7,42,2.0,2,2,2.0,2.0,,2.0,12.0,2,6.0,,4220.0
1458,17,6,45,2.0,2,2,2.0,2.0,,2.0,12.0,1,1.0,,6515.0
1459,17,10,22,2.0,2,2,2.0,2.0,,2.0,16.0,2,1.0,,4510.0
1460,17,9,16,2.0,2,2,2.0,2.0,,2.0,13.0,2,6.0,,
1461,17,12,67,2.0,2,2,2.0,2.0,,2.0,9.0,1,6.0,,
