,ST,PWGTP,AGEP,DDRS,DEAR,DEYE,DOUT,DPHY,DRATX,DREM,SCHL,SEX,ESR,FOD1P,OCCP10
5550,17,5,0,,2,2,,,,,,1,,,
5551,17,16,57,2.0,2,1,1.0,1.0,2.0,1.0,18.0,2,2.0,,5260.0
5552,17,15,27,2.0,2,2,2.0,2.0,,1.0,13.0,1,6.0,,
5553,17,2,78,2.0,2,2,2.0,2.0,,2.0,16.0,2,6.0,,
5554,17,2,83,2.0,2,2,2.0,2.0,,2.0,16.0,1,6.0,,
5555,17,67,36,2.0,2,2,2.0,2.0,,2.0,22.0,1,1.0,5501.0,710.0
5556,17,63,33,1.0,2,2,2.0,2.0,,2.0,21.0,2,6.0,2304.0,
5557,17,69,6,2.0,2,2,,2.0,,2.0,3.0,1,,,
5558,17,52,4,,2,2,,,,,2.0,2,,,
5559,17,4,69,2.0,2,2,2.0,2.0,2.0,2.0,16.0,1,1.0,,8030.0
5560,17,5,65,2.0,2,2,2.0,2.0,,2.0,14.0,2,6.0,,
5561,17,27,40,2.0,2,2,2.0,2.0,,2.0,20.0,1,1.0,,8740.0
5562,17,16,44,2.0,2,2,2.0,2.0,,2.0,18.0,2,1.0,,5860.0
5563,17,16,14,2.0,2,2,,2.0,,2.0,10.0,1,,,
5564,17,37,67,2.0,2,2,2.0,2.0,,2.0,16.0,1,6.0,,
5565,17,38,63,2.0,2,2,2.0,2.0,,2.0,21.0,2,6.0,3301.0,4610.0
5566,17,11,58,2.0,2,2,2.0,2.0,,2.0,16.0,1,3.0,,6220.0
5567,17,11,55,2.0,2,2,2.0,2.0,,2.0,16.0,2,1.0,,4220.0
5568,17,16,34,2.0,2,2,2.0,2.0,,2.0,16.0,1,3.0,,4720.0
5569,17,10,24,2.0,2,2,2.0,2.0,,2.0,21.0,1,3.0,2311.0,4250.0
5570,17,25,59,2.0,2,2,2.0,2.0,,2.0,19.0,2,1.0,,5000.0
5571,17,9,81,2.0,2,2,2.0,2.0,,2.0,12.0,2,6.0,,
5572,17,21,20,2.0,2,2,2.0,2.0,,2.0,19.0,1,1.0,,1030.0
5573,17,58,42,2.0,2,2,2.0,2.0,,2.0,22.0,2,1.0,2307.0,4720.0
5574,17,55,28,2.0,2,2,2.0,2.0,,2.0,19.0,1,1.0,,9130.0
5575,17,66,22,2.0,2,2,2.0,2.0,,2.0,14.0,2,6.0,,4720.0
5576,17,49,3,,2,2,,,,,1.0,2,,,
5577,17,50,2,,2,2,,,,,,1,,,
5578,17,50,0,,1,2,,,,,,1,,,
5579,17,9,42,2.0,2,2,2.0,2.0,,2.0,20.0,2,1.0,,8800.0
5580,17,10,14,2.0,2,2,,2.0,,2.0,11.0,1,,,
5581,17,14,40,2.0,2,2,2.0,2.0,,2.0,16.0,1,1.0,,6260.0
5582,17,13,38,2.0,2,2,2.0,2.0,,2.0,16.0,2,1.0,,5240.0
5583,17,10,9,2.0,2,2,,2.0,,2.0,6.0,2,,,
5584,17,11,4,,2,2,,,,,1.0,1,,,
5585,17,29,13,2.0,2,2,,2.0,,2.0,10.0,2,,,
5586,17,24,60,2.0,2,2,2.0,2.0,2.0,2.0,15.0,1,1.0,,9600.0
5587,17,22,47,2.0,2,2,2.0,2.0,,2.0,18.0,2,1.0,,5860.0
5588,17,37,17,2.0,2,2,2.0,2.0,,2.0,14.0,2,6.0,,4760.0
5589,17,21,11,2.0,2,2,,2.0,,2.0,8.0,2,,,
5590,17,24,41,2.0,2,2,2.0,2.0,,2.0,24.0,2,1.0,6000.0,2200.0
5591,17,30,36,2.0,2,2,2.0,2.0,,2.0,20.0,1,3.0,,3600.0
5592,17,27,7,2.0,2,2,,2.0,,2.0,3.0,1,,,
5593,17,27,5,2.0,2,2,,2.0,,2.0,2.0,2,,,
5594,17,55,36,2.0,2,2,2.0,2.0,,2.0,16.0,2,6.0,,
5595,17,56,40,2.0,2,2,2.0,2.0,,2.0,16.0,1,3.0,,4250.0
5596,17,50,13,2.0,2,2,,2.0,,2.0,9.0,1,,,
5597,17,50,11,2.0,2,2,,2.0,,2.0,8.0,1,,,
5598,17,50,7,2.0,2,2,,2.0,,2.0,4.0,1,,,
5599,17,23,64,2.0,2,2,2.0,2.0,2.0,2.0,18.0,1,1.0,,9620.0
5600,17,21,56,2.0,2,2,2.0,2.0,,2.0,18.0,2,1.0,,5400.0
5601,17,31,23,2.0,2,2,2.0,2.0,,2.0,21.0,1,1.0,6203.0,4920.0
5602,17,5,69,1.0,2,2,1.0,2.0,,2.0,11.0,1,6.0,,
5603,17,4,39,2.0,2,2,2.0,2.0,,2.0,19.0,1,1.0,,9610.0
5604,17,5,37,2.0,2,2,2.0,2.0,,2.0,19.0,2,1.0,,540.0
5605,17,5,9,2.0,2,2,,2.0,,2.0,6.0,2,,,
5606,17,5,7,2.0,2,2,,2.0,,2.0,3.0,2,,,
5607,17,5,5,2.0,2,2,,2.0,,2.0,2.0,2,,,
5608,17,38,83,2.0,2,2,2.0,2.0,,2.0,20.0,2,6.0,,
5609,17,38,49,2.0,2,2,2.0,2.0,,2.0,22.0,2,1.0,6000.0,5240.0
5610,17,16,59,2.0,2,2,2.0,2.0,2.0,2.0,21.0,1,3.0,1901.0,205.0
5611,17,18,58,2.0,2,2,1.0,1.0,,1.0,21.0,2,6.0,6000.0,2320.0
5612,17,37,47,2.0,2,2,2.0,2.0,,2.0,19.0,2,1.0,,4600.0
5613,17,43,46,2.0,2,2,2.0,2.0,,2.0,19.0,1,1.0,,7420.0
5614,17,37,13,2.0,1,1,,2.0,,2.0,10.0,2,,,
5615,17,34,12,2.0,2,2,,2.0,,2.0,9.0,1,,,
5616,17,19,47,2.0,2,2,2.0,2.0,,2.0,18.0,2,6.0,,
5617,17,21,48,1.0,2,2,1.0,1.0,,2.0,17.0,1,6.0,,
5618,17,50,30,2.0,2,2,2.0,2.0,,2.0,19.0,2,3.0,,8965.0
5619,17,53,10,2.0,2,2,,2.0,,2.0,7.0,1,,,
5620,17,56,3,,2,2,,,,,1.0,1,,,
5621,17,6,44,2.0,2,2,2.0,2.0,,2.0,16.0,1,1.0,,220.0
5622,17,5,40,2.0,2,2,2.0,2.0,,2.0,19.0,2,1.0,,8100.0
5623,17,5,16,2.0,2,2,2.0,2.0,,2.0,14.0,1,6.0,,4220.0
5624,17,34,71,2.0,2,2,2.0,2.0,,2.0,16.0,1,1.0,,5620.0
5625,17,31,72,2.0,2,2,2.0,2.0,,2.0,16.0,2,6.0,,7840.0
5626,17,12,59,2.0,2,2,2.0,2.0,,2.0,21.0,1,2.0,6211.0,4965.0
5627,17,54,59,2.0,2,2,2.0,2.0,2.0,2.0,19.0,2,1.0,,2016.0
5628,17,12,51,2.0,2,2,2.0,2.0,2.0,2.0,16.0,1,1.0,,5610.0
5629,17,12,51,2.0,2,2,2.0,2.0,,2.0,16.0,2,1.0,,3320.0
5630,17,9,16,2.0,2,2,2.0,2.0,,2.0,12.0,1,6.0,,
5631,17,11,89,1.0,2,2,1.0,1.0,,2.0,12.0,2,6.0,,
5632,17,33,53,1.0,2,2,1.0,1.0,1.0,1.0,20.0,1,6.0,,7360.0
5633,17,31,51,1.0,1,2,2.0,1.0,,2.0,12.0,2,6.0,,410.0
5634,17,3,30,2.0,2,2,2.0,2.0,,2.0,16.0,2,1.0,,5700.0
5635,17,3,31,2.0,2,2,2.0,2.0,,2.0,15.0,1,1.0,,9130.0
5636,17,5,10,2.0,2,2,,2.0,,2.0,7.0,1,,,
5637,17,3,2,,2,2,,,,,,1,,,
5638,17,6,70,1.0,1,2,2.0,1.0,,1.0,12.0,1,6.0,,9130.0
5639,17,6,65,2.0,2,2,2.0,2.0,,2.0,12.0,2,6.0,,
5640,17,18,59,2.0,2,2,2.0,2.0,,2.0,19.0,2,1.0,,5120.0
5641,17,8,61,2.0,2,2,2.0,2.0,,2.0,22.0,1,6.0,2300.0,230.0
5642,17,9,58,2.0,2,2,2.0,2.0,,2.0,20.0,2,6.0,,
5643,17,10,35,2.0,2,2,2.0,2.0,,2.0,17.0,2,1.0,,5700.0
5644,17,11,37,2.0,2,2,2.0,2.0,,2.0,18.0,1,1.0,,7010.0
5645,17,10,15,2.0,2,2,2.0,2.0,,2.0,12.0,1,,,
5646,17,10,0,,2,2,,,,,,2,,,
5647,17,11,54,2.0,2,2,2.0,2.0,,2.0,21.0,2,1.0,5507.0,4760.0
5648,17,12,57,2.0,2,2,2.0,2.0,,2.0,22.0,1,1.0,2408.0,735.0
5649,17,22,42,2.0,2,2,2.0,2.0,,2.0,16.0,2,2.0,,7810.0
5650,17,18,13,2.0,2,2,,2.0,,2.0,10.0,1,,,
5651,17,31,10,2.0,2,2,,2.0,,2.0,7.0,2,,,
5652,17,17,77,2.0,2,2,1.0,2.0,,2.0,13.0,2,6.0,,
5653,17,39,47,2.0,2,2,2.0,2.0,2.0,2.0,21.0,1,1.0,6200.0,140.0
5654,17,31,48,2.0,2,2,2.0,2.0,,2.0,21.0,2,1.0,6200.0,4700.0
5655,17,41,19,2.0,2,2,2.0,2.0,,2.0,19.0,2,6.0,,9640.0
5656,17,37,17,2.0,2,2,2.0,2.0,,2.0,13.0,1,6.0,,
5657,17,35,14,2.0,2,2,,2.0,,2.0,11.0,1,,,
5658,17,41,74,2.0,2,2,2.0,2.0,,2.0,16.0,2,6.0,,
5659,17,6,94,1.0,1,2,1.0,1.0,,2.0,19.0,2,6.0,,
5660,17,13,60,2.0,2,2,2.0,2.0,,2.0,18.0,2,1.0,,5700.0
5661,17,16,60,2.0,2,2,2.0,2.0,,2.0,18.0,1,1.0,,9130.0
5662,17,12,68,2.0,2,2,2.0,2.0,,2.0,21.0,2,1.0,5200.0,230.0
5663,17,19,54,1.0,1,2,1.0,1.0,,1.0,11.0,1,6.0,,6730.0
5664,17,24,72,2.0,2,2,2.0,2.0,,2.0,16.0,1,6.0,,
5665,17,23,61,2.0,2,2,2.0,2.0,,2.0,19.0,2,6.0,,
5666,17,14,32,2.0,2,2,2.0,2.0,,2.0,19.0,1,1.0,,9620.0
5667,17,12,30,2.0,2,2,2.0,2.0,,2.0,20.0,2,1.0,,3420.0
5668,17,15,5,2.0,2,2,,2.0,,2.0,3.0,1,,,
5669,17,13,3,,2,2,,,,,1.0,1,,,
5670,17,12,49,1.0,2,1,1.0,1.0,,1.0,22.0,2,1.0,5301.0,5700.0
5671,17,57,89,2.0,2,1,1.0,1.0,,2.0,19.0,2,6.0,,
5672,17,12,94,2.0,1,1,2.0,2.0,,2.0,16.0,2,6.0,,
5673,17,17,20,2.0,2,2,2.0,2.0,,2.0,16.0,2,6.0,,
5674,17,45,52,2.0,2,2,2.0,2.0,,2.0,21.0,1,1.0,3301.0,4020.0
5675,17,32,51,2.0,2,2,2.0,2.0,,2.0,21.0,2,1.0,6209.0,630.0
5676,17,2,63,2.0,2,2,2.0,2.0,,2.0,18.0,2,6.0,,3600.0
5677,17,2,20,2.0,2,2,2.0,2.0,,2.0,15.0,1,6.0,,6720.0
5678,17,2,62,2.0,2,2,2.0,2.0,2.0,2.0,18.0,1,6.0,,
5679,17,14,64,2.0,2,2,2.0,2.0,,2.0,22.0,2,1.0,6108.0,3050.0
5680,17,5,22,2.0,2,2,2.0,2.0,,2.0,13.0,2,1.0,,4600.0
5681,17,1,4,,2,2,,,,,2.0,2,,,
5682,17,1,3,,2,2,,,,,1.0,1,,,
5683,17,130,45,2.0,2,2,2.0,2.0,,2.0,22.0,2,1.0,6107.0,3258.0
5684,17,8,64,2.0,2,2,1.0,2.0,,1.0,13.0,1,6.0,,
5685,17,16,68,2.0,2,2,2.0,2.0,,2.0,22.0,2,6.0,2300.0,
5686,17,10,34,2.0,2,2,2.0,2.0,,2.0,21.0,2,1.0,2313.0,2200.0
5687,17,10,37,2.0,2,2,2.0,2.0,1.0,2.0,22.0,1,1.0,2400.0,1410.0
5688,17,12,10,2.0,2,2,,2.0,,2.0,7.0,1,,,
5689,17,13,8,2.0,2,2,,2.0,,2.0,4.0,2,,,
5690,17,12,2,,2,2,,,,,,2,,,
5691,17,9,46,2.0,2,2,2.0,1.0,,2.0,20.0,1,1.0,,7810.0
5692,17,12,41,2.0,2,2,2.0,2.0,,2.0,20.0,2,6.0,,4600.0
5693,17,12,11,2.0,2,2,,2.0,,2.0,9.0,2,,,
5694,17,9,7,2.0,2,2,,2.0,,2.0,5.0,1,,,
5695,17,13,51,2.0,2,2,2.0,2.0,,2.0,17.0,2,3.0,,3600.0
5696,17,11,14,2.0,2,2,,2.0,,2.0,11.0,2,,,
5697,17,18,6,2.0,2,2,,2.0,,2.0,2.0,1,,,
5698,17,22,41,2.0,2,2,2.0,2.0,,2.0,11.0,1,1.0,,4220.0
5699,17,31,25,2.0,2,2,2.0,2.0,,2.0,19.0,1,1.0,,7700.0
5700,17,18,17,2.0,2,2,2.0,2.0,,2.0,14.0,2,6.0,,4130.0
5701,17,19,9,2.0,2,2,,2.0,,2.0,9.0,2,,,
5702,17,25,9,2.0,2,2,,2.0,,2.0,3.0,1,,,
5703,17,19,5,2.0,2,2,,2.0,,2.0,2.0,2,,,
5704,17,39,29,2.0,2,2,2.0,2.0,,2.0,19.0,2,3.0,,8810.0
5705,17,24,28,2.0,2,2,2.0,2.0,,2.0,19.0,2,6.0,,
5706,17,19,6,2.0,2,2,,2.0,,2.0,4.0,2,,,
5707,17,33,34,2.0,2,2,2.0,2.0,,2.0,13.0,1,1.0,,5620.0
5708,17,19,48,2.0,2,2,2.0,2.0,,2.0,20.0,2,1.0,,4965.0
5709,17,1,16,2.0,2,2,2.0,2.0,,2.0,12.0,1,6.0,,
5710,17,20,58,2.0,2,2,2.0,2.0,,2.0,22.0,2,6.0,2399.0,2310.0
5711,17,21,58,2.0,2,2,2.0,2.0,,2.0,22.0,1,6.0,2399.0,2320.0
5712,17,34,59,2.0,2,2,2.0,2.0,,2.0,19.0,2,6.0,,
5713,17,35,65,1.0,1,1,1.0,1.0,1.0,1.0,17.0,1,6.0,,
5714,17,18,85,2.0,2,2,1.0,2.0,,2.0,17.0,2,6.0,,
5715,17,10,63,2.0,2,2,2.0,2.0,2.0,2.0,20.0,1,1.0,,3300.0
5716,17,9,62,2.0,2,2,2.0,2.0,,2.0,16.0,2,1.0,,5820.0
5717,17,15,35,2.0,2,2,2.0,2.0,,2.0,16.0,1,1.0,,7160.0
5718,17,13,28,2.0,2,2,2.0,2.0,,2.0,16.0,2,1.0,,5330.0
5719,17,10,8,2.0,2,2,,2.0,,2.0,5.0,1,,,
5720,17,12,41,2.0,2,2,2.0,2.0,,2.0,19.0,2,1.0,,5120.0
5721,17,15,3,,2,2,,,,,2.0,1,,,
5722,17,7,75,2.0,1,2,2.0,2.0,2.0,2.0,19.0,1,1.0,,9620.0
5723,17,6,70,2.0,2,2,2.0,2.0,,2.0,19.0,2,6.0,,3255.0
5724,17,7,48,2.0,2,2,1.0,2.0,,2.0,17.0,1,6.0,,
5725,17,18,54,2.0,2,2,1.0,1.0,,1.0,19.0,2,6.0,,
5726,17,2,59,2.0,2,2,2.0,2.0,,2.0,16.0,2,1.0,,4220.0
5727,17,11,35,2.0,2,2,2.0,2.0,,2.0,23.0,1,1.0,3601.0,3060.0
5728,17,3,48,2.0,2,2,2.0,2.0,,2.0,16.0,1,1.0,,4710.0
5729,17,4,18,2.0,2,2,2.0,2.0,,2.0,18.0,2,1.0,,5700.0
5730,17,24,44,2.0,2,2,1.0,1.0,,1.0,14.0,2,6.0,,4600.0
5731,17,18,16,2.0,2,2,2.0,2.0,,2.0,13.0,2,1.0,,2540.0
5732,17,31,55,2.0,2,2,2.0,2.0,,2.0,19.0,1,1.0,,1006.0
5733,17,35,53,2.0,2,2,2.0,2.0,,2.0,18.0,2,1.0,,4020.0
5734,17,4,63,2.0,2,2,2.0,2.0,,2.0,21.0,1,6.0,3606.0,710.0
5735,17,4,54,2.0,2,2,2.0,2.0,,2.0,16.0,2,6.0,,
5736,17,6,19,2.0,2,2,2.0,2.0,,2.0,18.0,1,6.0,,
5737,17,22,53,2.0,2,2,1.0,1.0,,2.0,17.0,2,6.0,,
5738,17,32,20,2.0,2,2,2.0,2.0,,2.0,19.0,2,6.0,,4650.0
5739,17,25,2,,2,2,,,,,,1,,,
5740,17,21,55,2.0,2,2,2.0,2.0,,2.0,16.0,1,1.0,,160.0
5741,17,8,46,2.0,2,2,1.0,2.0,,1.0,14.0,2,6.0,,9600.0
5742,17,9,44,2.0,2,2,2.0,2.0,,2.0,16.0,1,1.0,,4220.0
5743,17,10,9,2.0,2,2,,2.0,,2.0,6.0,2,,,
5744,17,10,8,2.0,2,2,,2.0,,2.0,5.0,2,,,
5745,17,48,68,2.0,2,2,1.0,1.0,,2.0,9.0,1,6.0,,
5746,17,6,63,2.0,2,2,2.0,2.0,,2.0,21.0,1,1.0,6203.0,4840.0
5747,17,19,58,2.0,2,2,2.0,2.0,,2.0,18.0,1,6.0,,9130.0
5748,17,25,36,2.0,2,2,2.0,2.0,,2.0,9.0,1,1.0,,205.0
5749,17,11,36,2.0,2,2,2.0,2.0,,2.0,11.0,2,6.0,,
5750,17,16,7,2.0,2,2,,2.0,,2.0,4.0,2,,,
5751,17,15,3,,2,2,,,,,1.0,1,,,
5752,17,15,0,,2,2,,,,,,1,,,
5753,17,61,53,2.0,2,2,2.0,2.0,,2.0,20.0,1,1.0,,5550.0
5754,17,20,55,2.0,2,2,2.0,2.0,,2.0,13.0,1,1.0,,9620.0
5755,17,17,22,2.0,2,2,2.0,2.0,,2.0,16.0,1,1.0,,7315.0
5756,17,3,27,2.0,2,2,2.0,2.0,,2.0,19.0,1,1.0,,4250.0
5757,17,6,30,2.0,2,2,2.0,2.0,,2.0,22.0,2,1.0,2313.0,2320.0
5758,17,4,3,,2,2,,,,,1.0,2,,,
5759,17,5,7,2.0,2,2,,2.0,,2.0,4.0,1,,,
5760,17,18,79,2.0,2,2,2.0,2.0,2.0,2.0,16.0,1,6.0,,
5761,17,17,81,1.0,2,2,1.0,1.0,,1.0,16.0,2,6.0,,
5762,17,48,51,2.0,2,2,2.0,2.0,,2.0,18.0,2,6.0,,4600.0
5763,17,32,46,2.0,2,2,2.0,2.0,,2.0,13.0,1,6.0,,4250.0
5764,17,3,33,2.0,2,2,2.0,2.0,,2.0,22.0,1,1.0,4901.0,2200.0
5765,17,3,33,2.0,2,2,2.0,2.0,,2.0,18.0,2,1.0,,7430.0
5766,17,3,6,2.0,2,2,,2.0,,2.0,3.0,2,,,
5767,17,4,4,,2,2,,,,,1.0,2,,,
5768,17,3,1,,2,2,,,,,,1,,,
5769,17,14,61,2.0,2,2,2.0,2.0,,2.0,20.0,2,1.0,,4700.0
5770,17,15,60,2.0,2,2,2.0,2.0,,2.0,18.0,1,6.0,,4220.0
5771,17,28,46,2.0,2,1,2.0,2.0,2.0,2.0,21.0,1,1.0,6000.0,4020.0
5772,17,31,65,2.0,2,2,2.0,2.0,,2.0,18.0,2,1.0,,5630.0
5773,17,55,20,2.0,2,2,2.0,2.0,,2.0,17.0,1,1.0,,5840.0
5774,17,74,33,2.0,2,2,2.0,2.0,,2.0,19.0,2,1.0,,430.0
5775,17,34,47,2.0,2,2,2.0,2.0,,2.0,21.0,1,1.0,2102.0,5810.0
5776,17,28,49,2.0,2,2,2.0,2.0,,2.0,22.0,2,1.0,5403.0,2000.0
5777,17,35,16,2.0,2,2,2.0,2.0,,2.0,12.0,2,6.0,,
5778,17,28,14,2.0,2,2,,2.0,,2.0,11.0,2,,,
5779,17,16,52,2.0,2,2,2.0,2.0,2.0,2.0,20.0,1,1.0,,1400.0
5780,17,17,38,2.0,2,2,2.0,2.0,,2.0,12.0,2,6.0,,4230.0
5781,17,21,9,2.0,2,2,,2.0,,2.0,6.0,2,,,
5782,17,3,84,2.0,2,2,2.0,2.0,,2.0,15.0,2,6.0,,
5783,17,6,58,2.0,2,2,2.0,2.0,,2.0,19.0,2,1.0,,5240.0
5784,17,36,35,2.0,2,2,2.0,2.0,,2.0,16.0,1,1.0,,8965.0
5785,17,27,31,2.0,2,2,2.0,2.0,,2.0,16.0,2,1.0,,7810.0
5786,17,30,11,2.0,2,2,,2.0,,2.0,8.0,1,,,
5787,17,30,5,2.0,2,2,,2.0,,2.0,2.0,1,,,
5788,17,13,81,2.0,2,2,2.0,1.0,2.0,2.0,16.0,1,6.0,,
5789,17,14,56,2.0,2,2,2.0,2.0,,2.0,21.0,1,1.0,3401.0,1020.0
5790,17,13,55,2.0,2,2,2.0,1.0,,2.0,16.0,2,6.0,,4950.0
5791,17,6,23,2.0,2,2,2.0,2.0,,2.0,21.0,2,1.0,6402.0,2200.0
5792,17,42,46,2.0,2,2,2.0,2.0,,2.0,16.0,1,3.0,,6420.0
5793,17,34,42,2.0,2,2,2.0,2.0,,2.0,16.0,2,1.0,,5160.0
5794,17,32,14,2.0,2,2,,2.0,,2.0,11.0,2,,,
5795,17,31,18,2.0,2,2,2.0,2.0,,2.0,14.0,1,6.0,,
5796,17,3,55,2.0,2,2,2.0,2.0,1.0,2.0,19.0,1,6.0,,650.0
5797,17,3,45,2.0,2,2,2.0,2.0,,2.0,1.0,2,6.0,,
5798,17,4,65,2.0,2,2,2.0,2.0,2.0,2.0,22.0,1,6.0,6207.0,2200.0
5799,17,17,36,2.0,2,2,2.0,2.0,,2.0,21.0,1,1.0,3301.0,430.0
5800,17,7,21,2.0,2,2,2.0,2.0,2.0,2.0,18.0,2,6.0,,5700.0
5801,17,30,22,2.0,2,2,2.0,2.0,,2.0,19.0,2,1.0,,4600.0
5802,17,31,26,2.0,2,2,2.0,2.0,,2.0,16.0,1,1.0,,9600.0
5803,17,24,2,,2,2,,,,,,2,,,
5804,17,25,0,,2,2,,,,,,2,,,
5805,17,20,25,2.0,2,2,2.0,2.0,,2.0,20.0,2,1.0,,2540.0
5806,17,13,27,2.0,2,2,2.0,2.0,2.0,2.0,19.0,1,1.0,,3800.0
5807,17,13,90,2.0,2,2,1.0,1.0,,2.0,18.0,2,6.0,,
5808,17,59,62,2.0,2,2,2.0,2.0,,2.0,23.0,1,1.0,5506.0,2100.0
5809,17,58,62,2.0,2,2,2.0,2.0,,2.0,18.0,2,1.0,,5120.0
5810,17,78,32,2.0,2,2,2.0,2.0,,2.0,22.0,1,1.0,3600.0,2310.0
5811,17,77,30,2.0,2,2,2.0,2.0,,2.0,19.0,2,3.0,,4760.0
5812,17,50,32,2.0,2,2,2.0,2.0,,2.0,16.0,1,1.0,,9130.0
5813,17,72,10,2.0,2,2,,2.0,,2.0,7.0,2,,,
5814,17,52,7,2.0,2,2,,2.0,,2.0,4.0,1,,,
5815,17,24,29,2.0,2,2,2.0,2.0,,2.0,18.0,2,1.0,,4230.0
5816,17,22,34,2.0,2,2,2.0,2.0,,2.0,19.0,1,1.0,,9600.0
5817,17,7,50,2.0,2,2,2.0,2.0,,2.0,16.0,2,3.0,,5520.0
5818,17,17,78,1.0,2,2,1.0,1.0,,1.0,21.0,1,6.0,6200.0,
5819,17,29,47,2.0,2,2,2.0,2.0,2.0,2.0,21.0,2,1.0,2107.0,3820.0
5820,17,5,78,2.0,1,2,2.0,2.0,,1.0,13.0,2,6.0,,
5821,17,13,33,2.0,2,2,2.0,2.0,,2.0,16.0,1,1.0,,3800.0
5822,17,16,10,2.0,2,2,,2.0,,2.0,7.0,2,,,
5823,17,16,9,2.0,2,2,,2.0,,2.0,5.0,2,,,
5824,17,15,5,2.0,2,2,,2.0,,2.0,2.0,1,,,
5825,17,16,2,,2,2,,,,,,1,,,
5826,17,31,27,2.0,2,2,2.0,2.0,,2.0,16.0,2,1.0,,3500.0
5827,17,26,7,2.0,2,2,,2.0,,2.0,3.0,1,,,
5828,17,37,65,2.0,2,2,2.0,2.0,,2.0,14.0,1,6.0,,
5829,17,37,31,2.0,2,2,2.0,2.0,,2.0,16.0,2,1.0,,4760.0
5830,17,34,6,2.0,2,2,,2.0,,2.0,2.0,1,,,
5831,17,11,65,2.0,2,2,2.0,2.0,,2.0,18.0,1,1.0,,4720.0
5832,17,13,65,2.0,2,2,1.0,1.0,,1.0,19.0,2,6.0,,4760.0
5833,17,8,52,2.0,2,2,1.0,2.0,,1.0,16.0,2,6.0,,
5834,17,10,65,2.0,2,2,2.0,2.0,,2.0,10.0,1,6.0,,
5835,17,14,55,2.0,2,2,2.0,2.0,,2.0,16.0,1,1.0,,7200.0
5836,17,13,57,2.0,2,2,2.0,2.0,,2.0,17.0,2,1.0,,4220.0
5837,17,3,86,2.0,2,2,2.0,2.0,,2.0,12.0,2,6.0,,
5838,17,12,71,2.0,2,2,2.0,2.0,,2.0,9.0,2,6.0,,
5839,17,18,27,2.0,2,2,2.0,2.0,,2.0,19.0,2,1.0,,5620.0
5840,17,18,25,2.0,2,2,2.0,2.0,,2.0,20.0,2,1.0,,3600.0
5841,17,16,23,2.0,2,2,2.0,2.0,,2.0,20.0,2,1.0,,4720.0
5842,17,13,58,2.0,2,2,2.0,2.0,2.0,2.0,22.0,1,1.0,6402.0,630.0
5843,17,11,50,2.0,2,2,2.0,2.0,,2.0,21.0,2,1.0,1902.0,725.0
5844,17,8,59,2.0,2,1,2.0,2.0,,2.0,18.0,1,3.0,,430.0
5845,17,10,57,2.0,2,2,2.0,2.0,,2.0,20.0,2,1.0,,8965.0
5846,17,30,59,2.0,2,2,2.0,2.0,,2.0,16.0,1,1.0,,6260.0
5847,17,28,59,2.0,2,2,2.0,2.0,,2.0,21.0,2,6.0,2304.0,2310.0
5848,17,2,19,2.0,2,2,2.0,2.0,,2.0,19.0,2,1.0,,5820.0
5849,17,14,87,2.0,1,2,1.0,1.0,,2.0,11.0,1,6.0,,
5850,17,19,63,2.0,2,2,2.0,2.0,,2.0,16.0,2,1.0,,4510.0
5851,17,4,51,2.0,2,2,2.0,1.0,,1.0,19.0,2,6.0,,
5852,17,4,55,2.0,2,2,2.0,2.0,,2.0,19.0,1,3.0,,7750.0
5853,17,18,69,1.0,2,2,1.0,1.0,,2.0,15.0,2,6.0,,3600.0
5854,17,16,35,2.0,2,2,2.0,2.0,,2.0,19.0,2,1.0,,4720.0
5855,17,13,34,2.0,2,2,2.0,2.0,,2.0,17.0,1,1.0,,7200.0
5856,17,26,16,2.0,2,2,2.0,2.0,,2.0,12.0,1,6.0,,
5857,17,35,14,2.0,2,2,,2.0,,2.0,10.0,2,,,
5858,17,28,12,2.0,2,2,,2.0,,2.0,8.0,1,,,
5859,17,79,34,2.0,2,2,2.0,2.0,,2.0,20.0,2,6.0,,2600.0
5860,17,77,36,2.0,2,2,2.0,2.0,,2.0,21.0,1,1.0,6201.0,800.0
5861,17,60,1,,2,2,,,,,,2,,,
5862,17,12,87,2.0,2,2,2.0,2.0,,2.0,16.0,2,6.0,,
5863,17,15,57,2.0,2,2,2.0,2.0,,2.0,22.0,1,1.0,5502.0,10.0
5864,17,13,46,2.0,2,2,2.0,2.0,,2.0,22.0,2,1.0,6402.0,1105.0
5865,17,14,11,2.0,2,2,,2.0,,2.0,8.0,1,,,
5866,17,14,8,2.0,2,2,,2.0,,2.0,5.0,2,,,
5867,17,10,62,2.0,2,2,2.0,2.0,,2.0,16.0,1,1.0,,7340.0
5868,17,8,59,2.0,2,2,2.0,2.0,,2.0,19.0,2,1.0,,4230.0
5869,17,13,49,2.0,2,2,2.0,2.0,,2.0,24.0,1,1.0,2414.0,2200.0
5870,17,10,50,2.0,2,2,2.0,2.0,,2.0,24.0,2,1.0,2406.0,2200.0
5871,17,12,13,2.0,2,2,,2.0,,2.0,10.0,2,,,
5872,17,14,10,2.0,2,2,,2.0,,2.0,7.0,1,,,
5873,17,16,22,2.0,2,2,2.0,2.0,,2.0,20.0,2,1.0,,4610.0
5874,17,18,30,2.0,2,2,2.0,2.0,,2.0,20.0,1,1.0,,5410.0
