,ST,PWGTP,AGEP,DDRS,DEAR,DEYE,DOUT,DPHY,DRATX,DREM,SCHL,SEX,ESR,FOD1P,OCCP10
2078,6,10,64,2.0,2,2,2.0,2.0,2.0,2.0,19.0,1,6.0,,7330.0
2079,6,17,59,2.0,2,2,2.0,2.0,,2.0,16.0,1,1.0,,4700.0
2080,6,14,48,2.0,2,2,2.0,2.0,,2.0,21.0,2,1.0,2901.0,520.0
2081,6,14,19,2.0,2,2,2.0,2.0,,2.0,16.0,1,6.0,,5620.0
2082,6,14,16,2.0,2,2,2.0,2.0,,2.0,13.0,1,6.0,,
2083,6,21,38,2.0,2,2,2.0,2.0,,2.0,9.0,1,1.0,,9600.0
2084,6,21,41,2.0,2,2,2.0,2.0,,2.0,15.0,2,1.0,,9640.0
2085,6,20,15,2.0,2,2,2.0,2.0,,2.0,12.0,2,,,
2086,6,22,9,2.0,2,2,,2.0,,2.0,6.0,1,,,
2087,6,22,8,2.0,2,2,,2.0,,2.0,5.0,1,,,
2088,6,20,17,2.0,2,2,2.0,2.0,,2.0,14.0,1,6.0,,
2089,6,26,22,2.0,2,2,2.0,2.0,,2.0,19.0,2,1.0,,5240.0
2090,6,32,28,2.0,2,2,2.0,2.0,,2.0,1.0,1,1.0,,4700.0
2091,6,43,67,2.0,2,2,2.0,2.0,2.0,2.0,16.0,1,1.0,,7200.0
2092,6,23,62,2.0,1,2,2.0,2.0,,2.0,21.0,1,1.0,2311.0,2310.0
2093,6,20,63,2.0,2,2,2.0,2.0,,2.0,21.0,2,6.0,2304.0,2310.0
2094,6,24,33,2.0,2,2,2.0,2.0,,2.0,22.0,2,6.0,2408.0,1020.0
2095,6,23,37,2.0,2,2,2.0,2.0,,2.0,21.0,1,1.0,2408.0,1010.0
2096,6,23,0,,2,2,,,,,,1,,,
2097,6,22,0,,2,2,,,,,,1,,,
2098,6,8,53,2.0,2,2,2.0,2.0,,2.0,16.0,1,1.0,,4760.0
2099,6,15,65,2.0,2,2,2.0,2.0,,2.0,20.0,2,6.0,,
2100,6,19,23,2.0,2,2,2.0,2.0,,2.0,16.0,2,6.0,,4720.0
2101,6,23,23,2.0,2,2,2.0,2.0,,2.0,16.0,1,1.0,,6320.0
2102,6,20,0,,2,2,,,,,,1,,,
2103,6,13,63,2.0,2,2,2.0,2.0,,2.0,19.0,1,1.0,,1220.0
2104,6,26,50,2.0,2,2,2.0,2.0,,2.0,16.0,2,1.0,,430.0
2105,6,8,55,2.0,2,2,2.0,2.0,,2.0,5.0,2,6.0,,
2106,6,12,26,2.0,2,2,2.0,2.0,,2.0,15.0,2,1.0,,5350.0
2107,6,8,18,2.0,2,2,2.0,2.0,,2.0,12.0,2,3.0,,9920.0
2108,6,9,16,2.0,2,2,2.0,2.0,,2.0,13.0,2,6.0,,
2109,6,9,15,2.0,2,2,2.0,2.0,,2.0,11.0,2,,,
2110,6,7,13,2.0,2,2,,2.0,,2.0,9.0,2,,,
2111,6,7,12,2.0,2,2,,2.0,,2.0,10.0,1,,,
2112,6,7,8,2.0,2,2,,2.0,,2.0,1.0,1,,,
2113,6,9,4,,2,2,,,,,1.0,1,,,
2114,6,9,0,,2,2,,,,,,1,,,
2115,6,11,38,2.0,2,2,2.0,2.0,,2.0,12.0,1,1.0,,5610.0
2116,6,7,44,2.0,2,2,2.0,2.0,,2.0,18.0,1,1.0,,4850.0
2117,6,73,55,2.0,2,2,2.0,2.0,,2.0,16.0,1,6.0,,
2118,6,93,53,2.0,2,2,2.0,2.0,,2.0,19.0,2,1.0,,4850.0
2119,6,99,16,2.0,2,2,2.0,2.0,,2.0,12.0,1,6.0,,
2120,6,54,18,2.0,2,2,2.0,2.0,,2.0,14.0,2,6.0,,
2121,6,53,18,2.0,2,2,2.0,2.0,,2.0,14.0,2,6.0,,
2122,6,14,25,2.0,2,2,2.0,2.0,,2.0,21.0,2,1.0,4901.0,2340.0
2123,6,17,53,2.0,2,2,2.0,2.0,,2.0,12.0,2,6.0,,
2124,6,16,14,2.0,2,2,,1.0,,1.0,10.0,1,,,
2125,6,14,53,2.0,2,2,2.0,1.0,2.0,2.0,19.0,2,6.0,,5240.0
2126,6,19,18,2.0,2,2,2.0,2.0,,2.0,13.0,2,6.0,,
2127,6,18,72,2.0,2,2,2.0,2.0,2.0,2.0,19.0,1,6.0,,
2128,6,30,72,2.0,2,2,2.0,2.0,,2.0,18.0,2,3.0,,3060.0
2129,6,15,52,2.0,2,2,2.0,2.0,,2.0,23.0,2,6.0,6207.0,
2130,6,16,14,2.0,2,2,,2.0,,2.0,11.0,1,,,
2131,6,16,12,2.0,2,2,,2.0,,2.0,9.0,1,,,
2132,6,15,10,2.0,2,2,,2.0,,2.0,8.0,2,,,
2133,6,13,79,1.0,2,2,1.0,1.0,,2.0,21.0,2,6.0,6002.0,
2134,6,24,38,2.0,2,2,2.0,2.0,,2.0,16.0,2,1.0,,9610.0
2135,6,26,47,2.0,2,2,2.0,2.0,,2.0,17.0,1,1.0,,7855.0
2136,6,26,0,,2,2,,,,,,1,,,
2137,6,27,13,2.0,2,2,,2.0,,2.0,9.0,1,,,
2138,6,11,52,2.0,2,2,2.0,2.0,,2.0,14.0,1,1.0,,9130.0
2139,6,8,55,2.0,2,2,2.0,2.0,,2.0,14.0,2,6.0,,136.0
2140,6,12,25,2.0,2,2,2.0,2.0,,2.0,16.0,2,1.0,,4850.0
2141,6,7,16,2.0,2,2,2.0,2.0,,2.0,12.0,1,6.0,,
2142,6,11,59,2.0,2,2,2.0,2.0,,2.0,20.0,1,1.0,,4700.0
2143,6,12,57,2.0,2,2,2.0,2.0,,2.0,16.0,2,3.0,,8950.0
2144,6,12,25,2.0,2,2,2.0,2.0,,2.0,16.0,2,1.0,,5820.0
2145,6,16,55,2.0,2,2,2.0,2.0,,2.0,11.0,1,1.0,,8140.0
2146,6,20,52,2.0,2,2,2.0,2.0,,2.0,11.0,2,1.0,,6040.0
2147,6,18,19,2.0,2,2,2.0,2.0,,2.0,19.0,2,3.0,,9920.0
2148,6,8,66,2.0,2,2,2.0,2.0,,2.0,21.0,1,6.0,1302.0,
2149,6,6,59,2.0,2,2,2.0,2.0,,2.0,19.0,1,1.0,,4710.0
2150,6,6,55,2.0,2,2,2.0,2.0,,2.0,16.0,2,1.0,,4710.0
2151,6,5,27,2.0,2,2,2.0,2.0,,2.0,19.0,1,1.0,,9620.0
2152,6,30,54,2.0,2,2,2.0,1.0,,2.0,17.0,2,2.0,,7750.0
2153,6,21,64,2.0,2,2,2.0,2.0,2.0,2.0,19.0,1,1.0,,6720.0
2154,6,27,34,2.0,2,2,2.0,2.0,,2.0,21.0,2,3.0,6207.0,4700.0
2155,6,9,44,2.0,2,2,2.0,2.0,2.0,2.0,21.0,1,1.0,2100.0,800.0
2156,6,16,20,2.0,2,2,2.0,2.0,,2.0,19.0,2,6.0,,4720.0
2157,6,14,65,2.0,2,2,2.0,2.0,,2.0,21.0,2,6.0,3301.0,
2158,6,17,66,2.0,2,2,2.0,2.0,,2.0,22.0,1,1.0,2408.0,10.0
2159,6,28,57,2.0,1,2,2.0,2.0,,2.0,18.0,1,1.0,,2340.0
2160,6,28,55,2.0,2,2,2.0,1.0,,2.0,20.0,2,1.0,,2340.0
2161,6,29,18,2.0,2,2,2.0,2.0,,2.0,18.0,1,1.0,,2340.0
2162,6,35,16,2.0,2,2,2.0,2.0,,2.0,13.0,2,6.0,,
2163,6,7,72,2.0,2,2,2.0,2.0,,2.0,22.0,1,6.0,2408.0,
2164,6,7,68,2.0,2,2,2.0,2.0,,2.0,19.0,2,6.0,,
2165,6,14,37,2.0,2,2,1.0,2.0,,2.0,16.0,1,6.0,,
2166,6,10,59,2.0,2,2,2.0,2.0,,2.0,21.0,2,1.0,2304.0,2310.0
2167,6,14,64,2.0,2,2,2.0,2.0,,2.0,23.0,2,1.0,5507.0,2310.0
2168,6,13,50,2.0,2,2,2.0,2.0,,2.0,15.0,1,1.0,,6530.0
2169,6,10,37,2.0,2,2,2.0,2.0,,2.0,20.0,2,1.0,,4850.0
2170,6,9,17,2.0,2,2,2.0,2.0,,2.0,18.0,2,1.0,,4130.0
2171,6,16,63,2.0,2,2,2.0,2.0,2.0,2.0,18.0,1,6.0,,
2172,6,19,61,2.0,2,2,2.0,2.0,,2.0,23.0,2,6.0,6203.0,2750.0
2173,6,42,31,2.0,2,2,2.0,2.0,,2.0,14.0,2,1.0,,4950.0
2174,6,53,18,2.0,2,2,2.0,2.0,,2.0,14.0,2,6.0,,
2175,6,57,69,2.0,2,2,2.0,2.0,,2.0,6.0,2,1.0,,4230.0
2176,6,59,43,2.0,2,2,2.0,2.0,,2.0,9.0,2,1.0,,4950.0
2177,6,39,30,2.0,2,2,2.0,2.0,,2.0,10.0,1,1.0,,4020.0
2178,6,21,28,2.0,2,2,2.0,2.0,,2.0,21.0,2,1.0,1103.0,3300.0
2179,6,21,29,2.0,2,2,2.0,2.0,,2.0,21.0,1,1.0,1902.0,2720.0
2180,6,20,71,2.0,2,2,2.0,2.0,2.0,2.0,21.0,1,6.0,6200.0,
2181,6,24,71,1.0,2,2,1.0,1.0,,1.0,19.0,2,6.0,,
2182,6,16,70,2.0,2,2,2.0,2.0,,2.0,16.0,2,6.0,,4230.0
2183,6,24,50,2.0,2,2,2.0,2.0,,2.0,16.0,1,3.0,,4220.0
2184,6,15,63,2.0,2,2,2.0,2.0,,2.0,19.0,1,1.0,,120.0
2185,6,15,75,2.0,2,2,2.0,2.0,,2.0,15.0,1,1.0,,4250.0
2186,6,14,68,2.0,2,2,2.0,2.0,2.0,2.0,15.0,1,1.0,,4250.0
2187,6,46,31,2.0,2,2,2.0,2.0,,2.0,16.0,1,1.0,,6200.0
2188,6,11,56,2.0,2,2,2.0,2.0,,2.0,19.0,2,1.0,,3645.0
2189,6,10,59,2.0,2,2,2.0,2.0,,2.0,14.0,1,1.0,,4230.0
2190,6,11,39,2.0,2,2,2.0,2.0,,2.0,7.0,2,1.0,,6050.0
2191,6,12,17,2.0,2,2,2.0,2.0,,2.0,14.0,1,1.0,,6050.0
2192,6,10,11,2.0,2,2,,2.0,,2.0,9.0,2,,,
2193,6,11,6,2.0,2,2,,2.0,,2.0,3.0,1,,,
2194,6,11,19,2.0,2,2,2.0,2.0,,2.0,16.0,2,1.0,,6050.0
2195,6,15,3,,1,2,,,,,2.0,2,,,
2196,6,2,26,2.0,2,2,2.0,2.0,,2.0,12.0,1,6.0,,
2197,6,19,53,2.0,2,2,2.0,2.0,,2.0,22.0,2,1.0,5200.0,2300.0
2198,6,18,54,2.0,2,2,2.0,2.0,,2.0,23.0,1,1.0,5505.0,2100.0
2199,6,21,25,2.0,2,2,2.0,2.0,,2.0,19.0,1,1.0,,5350.0
2200,6,81,32,2.0,2,2,2.0,2.0,,2.0,19.0,2,1.0,,4760.0
2201,6,68,32,2.0,2,2,2.0,2.0,,2.0,19.0,1,1.0,,4110.0
2202,6,19,87,2.0,2,1,2.0,1.0,,2.0,19.0,2,6.0,,
2203,6,13,19,2.0,2,2,2.0,2.0,,2.0,15.0,1,6.0,,4250.0
2204,6,10,56,2.0,2,2,2.0,2.0,,2.0,16.0,2,1.0,,5240.0
2205,6,27,75,2.0,2,2,2.0,2.0,,2.0,8.0,2,6.0,,
2206,6,12,48,2.0,2,2,2.0,2.0,,2.0,16.0,1,1.0,,5000.0
2207,6,12,43,2.0,2,2,2.0,2.0,,2.0,16.0,2,1.0,,5120.0
2208,6,8,16,2.0,2,2,2.0,2.0,,2.0,14.0,1,6.0,,
2209,6,23,48,2.0,2,2,2.0,2.0,,2.0,21.0,1,1.0,6203.0,50.0
2210,6,21,51,2.0,2,2,2.0,2.0,,2.0,22.0,2,1.0,5200.0,2000.0
2211,6,23,20,2.0,2,2,2.0,2.0,,2.0,16.0,1,1.0,,4720.0
2212,6,24,15,2.0,2,2,2.0,2.0,,2.0,12.0,1,,,
2213,6,29,27,2.0,2,2,2.0,2.0,,2.0,21.0,2,1.0,4801.0,230.0
2214,6,44,29,2.0,2,2,2.0,2.0,,2.0,22.0,1,3.0,5506.0,2100.0
2215,6,42,31,2.0,2,2,2.0,2.0,,2.0,21.0,2,1.0,5404.0,230.0
2216,6,26,38,2.0,2,2,2.0,2.0,,2.0,21.0,2,1.0,3601.0,2145.0
2217,6,25,47,2.0,2,2,2.0,2.0,,2.0,21.0,1,1.0,3606.0,7000.0
2218,6,28,15,2.0,2,2,2.0,2.0,,2.0,13.0,1,,,
2219,6,26,14,2.0,2,2,,2.0,,2.0,11.0,1,,,
2220,6,23,12,2.0,2,2,,2.0,,2.0,9.0,2,,,
2221,6,23,8,2.0,2,2,,2.0,,2.0,5.0,2,,,
2222,6,47,58,2.0,2,2,2.0,2.0,,2.0,16.0,2,1.0,,4230.0
2223,6,53,33,2.0,2,2,2.0,2.0,,2.0,19.0,2,1.0,,5700.0
2224,6,44,31,2.0,2,2,2.0,2.0,2.0,2.0,18.0,1,3.0,,9650.0
2225,6,44,8,2.0,2,2,,2.0,,2.0,5.0,2,,,
2226,6,44,6,2.0,2,2,,2.0,,2.0,3.0,2,,,
2227,6,49,4,,2,2,,,,,1.0,2,,,
2228,6,43,31,2.0,2,2,2.0,2.0,,2.0,16.0,1,1.0,,5620.0
2229,6,29,58,1.0,2,2,1.0,1.0,,2.0,9.0,2,6.0,,
2230,6,35,25,2.0,2,2,2.0,2.0,,2.0,15.0,1,1.0,,5350.0
2231,6,16,58,2.0,2,2,2.0,2.0,2.0,2.0,17.0,1,1.0,,6355.0
2232,6,41,43,2.0,2,2,2.0,2.0,,2.0,19.0,1,6.0,,4220.0
2233,6,21,57,2.0,2,2,2.0,2.0,1.0,2.0,19.0,1,1.0,,7210.0
2234,6,11,44,2.0,2,2,2.0,2.0,,2.0,1.0,1,1.0,,4020.0
2235,6,14,43,2.0,2,2,2.0,1.0,,2.0,1.0,2,6.0,,
2236,6,9,18,2.0,2,2,2.0,2.0,,2.0,18.0,2,1.0,,4720.0
2237,6,21,16,2.0,2,2,2.0,2.0,,2.0,12.0,2,1.0,,4060.0
2238,6,17,68,2.0,2,2,2.0,2.0,,2.0,16.0,2,6.0,,
2239,6,14,63,2.0,2,2,2.0,2.0,,2.0,19.0,2,6.0,,
2240,6,10,68,2.0,2,2,2.0,2.0,,2.0,16.0,1,1.0,,4220.0
2241,6,12,23,2.0,2,2,2.0,2.0,,2.0,21.0,2,1.0,3603.0,3420.0
2242,6,13,42,2.0,2,2,2.0,2.0,,2.0,23.0,1,1.0,5507.0,2310.0
2243,6,12,38,2.0,2,2,2.0,2.0,,2.0,16.0,2,1.0,,5240.0
2244,6,11,13,2.0,2,2,,2.0,,2.0,10.0,2,,,
2245,6,11,8,2.0,2,2,,2.0,,2.0,5.0,1,,,
2246,6,15,3,,2,2,,,,,1.0,1,,,
2247,6,14,73,2.0,2,2,2.0,1.0,,2.0,16.0,2,6.0,,
2248,6,13,42,2.0,2,2,2.0,2.0,,2.0,17.0,2,3.0,,4720.0
2249,6,24,32,2.0,2,2,2.0,2.0,,2.0,12.0,2,6.0,,
2250,6,26,31,2.0,2,2,2.0,2.0,,2.0,9.0,1,1.0,,9620.0
2251,6,34,12,2.0,2,2,,2.0,,2.0,9.0,1,,,
2252,6,34,8,2.0,2,2,,2.0,,2.0,5.0,1,,,
2253,6,37,0,,2,2,,,,,,1,,,
2254,6,12,86,2.0,2,2,2.0,2.0,2.0,2.0,22.0,1,6.0,6201.0,
2255,6,3,52,2.0,2,2,1.0,2.0,,1.0,9.0,1,6.0,,
2256,6,16,86,1.0,2,2,1.0,1.0,,1.0,21.0,2,6.0,5200.0,
2257,6,11,61,2.0,2,2,2.0,2.0,,2.0,24.0,1,1.0,5003.0,1760.0
2258,6,14,93,2.0,1,2,2.0,2.0,,2.0,20.0,2,6.0,,5120.0
2259,6,6,60,2.0,2,2,2.0,2.0,,2.0,21.0,2,1.0,6001.0,5240.0
2260,6,9,31,2.0,2,2,2.0,2.0,,2.0,21.0,1,1.0,6005.0,1010.0
2261,6,11,58,2.0,2,2,2.0,2.0,,2.0,16.0,2,1.0,,5410.0
2262,6,11,61,2.0,2,2,2.0,2.0,,2.0,18.0,1,1.0,,1010.0
2263,6,14,18,2.0,2,2,2.0,2.0,,2.0,16.0,2,1.0,,4720.0
2264,6,36,57,2.0,2,2,2.0,2.0,,2.0,16.0,1,2.0,,4700.0
2265,6,21,23,2.0,2,2,2.0,2.0,,2.0,16.0,1,1.0,,4840.0
2266,6,19,31,2.0,2,2,2.0,2.0,,2.0,19.0,2,1.0,,8320.0
2267,6,15,93,2.0,1,1,1.0,2.0,,1.0,17.0,2,6.0,,
2268,6,14,29,2.0,2,2,2.0,2.0,,2.0,22.0,2,1.0,6002.0,2200.0
2269,6,13,46,2.0,2,2,2.0,2.0,,2.0,16.0,2,1.0,,5700.0
2270,6,18,16,2.0,2,2,2.0,2.0,,2.0,12.0,2,6.0,,
2271,6,18,59,2.0,2,2,2.0,2.0,,2.0,18.0,2,1.0,,5820.0
2272,6,36,31,2.0,2,2,2.0,2.0,,2.0,20.0,1,3.0,,5630.0
2273,6,11,62,2.0,2,2,2.0,1.0,,2.0,19.0,1,1.0,,4850.0
2274,6,12,37,2.0,2,2,2.0,2.0,,2.0,21.0,1,1.0,1901.0,5600.0
2275,6,12,30,2.0,2,2,2.0,2.0,,2.0,21.0,2,1.0,6105.0,3300.0
2276,6,35,52,2.0,2,2,2.0,2.0,,2.0,16.0,1,1.0,,9610.0
2277,6,33,50,2.0,2,2,2.0,2.0,,2.0,16.0,2,6.0,,
2278,6,24,40,2.0,2,2,2.0,2.0,,2.0,16.0,1,1.0,,10.0
2279,6,24,10,2.0,2,2,,2.0,,2.0,6.0,1,,,
2280,6,22,7,2.0,2,2,,2.0,,2.0,4.0,2,,,
2281,6,22,5,2.0,2,2,,2.0,,2.0,1.0,2,,,
2282,6,12,3,,2,2,,,,,1.0,1,,,
2283,6,43,39,2.0,2,2,2.0,2.0,,2.0,16.0,2,6.0,,
2284,6,14,50,2.0,2,2,2.0,1.0,,2.0,9.0,1,1.0,,6050.0
2285,6,17,55,2.0,2,2,2.0,2.0,,2.0,8.0,2,6.0,,6050.0
2286,6,16,21,2.0,2,2,2.0,2.0,,2.0,19.0,1,6.0,,6260.0
2287,6,14,19,2.0,2,2,2.0,2.0,,2.0,19.0,1,6.0,,6260.0
2288,6,20,33,2.0,2,2,2.0,2.0,,2.0,21.0,1,1.0,5505.0,2825.0
2289,6,21,33,2.0,2,2,2.0,2.0,,2.0,21.0,2,1.0,4002.0,2850.0
2290,6,23,5,2.0,2,2,,2.0,,2.0,2.0,2,,,
2291,6,27,0,,2,2,,,,,,2,,,
2292,6,15,57,2.0,2,2,2.0,2.0,,2.0,12.0,1,1.0,,8140.0
2293,6,13,55,2.0,2,2,2.0,2.0,,2.0,8.0,2,6.0,,
2294,6,25,24,2.0,2,2,2.0,2.0,,2.0,15.0,2,3.0,,9620.0
2295,6,27,6,2.0,2,2,,2.0,,1.0,2.0,2,,,
2296,6,29,3,,2,2,,,,,1.0,1,,,
2297,6,27,33,2.0,2,2,2.0,2.0,,2.0,19.0,2,6.0,,
2298,6,24,11,1.0,1,2,,2.0,,1.0,8.0,1,,,
2299,6,44,21,2.0,2,2,2.0,2.0,,1.0,14.0,2,6.0,,
2300,6,31,2,,2,2,,,,,,2,,,
2301,6,29,49,2.0,2,2,2.0,2.0,,2.0,22.0,1,1.0,5501.0,20.0
2302,6,23,46,2.0,2,2,2.0,2.0,,2.0,21.0,2,6.0,3301.0,
2303,6,21,15,2.0,2,2,2.0,2.0,,2.0,12.0,1,,,
2304,6,25,13,2.0,2,2,,2.0,,2.0,10.0,1,,,
2305,6,26,8,2.0,2,2,,2.0,,2.0,5.0,1,,,
2306,6,7,52,2.0,2,2,2.0,1.0,,2.0,19.0,1,6.0,,
2307,6,11,57,2.0,2,2,2.0,2.0,2.0,2.0,19.0,1,1.0,,5550.0
2308,6,14,31,2.0,2,2,2.0,2.0,,2.0,18.0,1,2.0,,4240.0
2309,6,20,48,2.0,2,2,2.0,2.0,,2.0,19.0,1,1.0,,8030.0
2310,6,19,46,2.0,2,2,2.0,2.0,,2.0,16.0,2,1.0,,4520.0
2311,6,30,26,2.0,2,2,2.0,2.0,,2.0,21.0,2,1.0,5501.0,4700.0
2312,6,24,24,2.0,2,2,2.0,2.0,,2.0,21.0,1,1.0,6402.0,5160.0
2313,6,23,20,2.0,2,2,2.0,2.0,,2.0,18.0,2,6.0,,
2314,6,21,60,2.0,2,2,1.0,1.0,,1.0,14.0,2,6.0,,
2315,6,13,68,2.0,2,2,2.0,2.0,,2.0,19.0,2,6.0,,3500.0
2316,6,16,40,2.0,2,2,2.0,2.0,,2.0,12.0,2,3.0,,9920.0
2317,6,18,41,2.0,2,2,2.0,2.0,,2.0,12.0,1,3.0,,6260.0
2318,6,10,18,2.0,2,2,2.0,2.0,,2.0,14.0,1,6.0,,
2319,6,15,13,2.0,2,2,,2.0,,2.0,10.0,1,,,
2320,6,15,64,2.0,2,2,2.0,2.0,,2.0,19.0,1,6.0,,2010.0
2321,6,13,64,2.0,2,2,2.0,2.0,,2.0,17.0,2,1.0,,4760.0
2322,6,22,28,2.0,2,2,2.0,2.0,,2.0,19.0,2,3.0,,4600.0
2323,6,12,33,2.0,2,2,2.0,2.0,,2.0,19.0,1,6.0,,4800.0
2324,6,43,68,2.0,2,2,2.0,2.0,,2.0,18.0,2,6.0,,
2325,6,40,36,2.0,2,2,2.0,2.0,,2.0,15.0,1,1.0,,9610.0
2326,6,39,38,2.0,2,2,2.0,2.0,,2.0,19.0,2,6.0,,
2327,6,40,9,2.0,2,2,,2.0,,2.0,6.0,2,,,
2328,6,40,7,2.0,2,2,,2.0,,2.0,4.0,2,,,
2329,6,36,16,2.0,2,2,2.0,2.0,,2.0,13.0,2,6.0,,
2330,6,14,31,2.0,2,2,2.0,2.0,,2.0,16.0,2,1.0,,4150.0
2331,6,19,10,2.0,2,2,,2.0,,2.0,8.0,2,,,
2332,6,20,40,2.0,2,2,2.0,2.0,,2.0,15.0,2,6.0,,
2333,6,20,11,2.0,2,2,,2.0,,2.0,8.0,2,,,
2334,6,12,18,2.0,2,2,2.0,2.0,2.0,2.0,16.0,1,4.0,,9820.0
2335,6,23,46,2.0,2,2,2.0,2.0,,2.0,24.0,1,1.0,2102.0,1400.0
2336,6,17,34,2.0,2,2,2.0,2.0,,2.0,21.0,2,2.0,3604.0,2840.0
2337,6,16,3,,2,2,,,,,2.0,2,,,
2338,6,10,34,2.0,2,2,2.0,2.0,,2.0,21.0,1,1.0,1101.0,6050.0
2339,6,12,10,2.0,2,2,,2.0,,2.0,7.0,1,,,
2340,6,10,31,2.0,2,2,2.0,2.0,,2.0,19.0,2,1.0,,6040.0
2341,6,9,62,2.0,2,2,2.0,2.0,,2.0,16.0,1,1.0,,4760.0
2342,6,8,60,2.0,2,2,2.0,2.0,,2.0,16.0,2,6.0,,
2343,6,25,30,2.0,2,2,2.0,2.0,,2.0,21.0,2,1.0,6001.0,5840.0
2344,6,31,29,2.0,2,2,2.0,2.0,,2.0,14.0,2,1.0,,310.0
2345,6,34,9,2.0,2,2,,2.0,,2.0,5.0,1,,,
2346,6,34,6,2.0,2,2,,2.0,,2.0,3.0,1,,,
2347,6,33,16,2.0,2,2,2.0,2.0,,2.0,12.0,1,6.0,,
2348,6,45,53,2.0,2,2,2.0,2.0,,2.0,19.0,2,3.0,,4230.0
2349,6,16,48,2.0,2,2,2.0,2.0,,2.0,22.0,1,1.0,2400.0,350.0
2350,6,14,38,2.0,2,2,2.0,2.0,,2.0,21.0,2,1.0,6203.0,350.0
2351,6,12,10,2.0,2,2,,2.0,,2.0,8.0,2,,,
2352,6,12,5,2.0,2,2,,2.0,,2.0,3.0,1,,,
2353,6,14,4,,2,2,,,,,2.0,2,,,
2354,6,17,80,2.0,1,2,2.0,2.0,2.0,2.0,16.0,1,6.0,,
2355,6,17,59,2.0,2,2,2.0,2.0,,2.0,15.0,2,1.0,,4510.0
2356,6,23,20,2.0,2,2,2.0,2.0,,2.0,19.0,2,6.0,,
2357,6,32,19,2.0,2,2,2.0,2.0,,2.0,19.0,2,1.0,,4050.0
2358,6,78,56,2.0,2,2,2.0,2.0,,2.0,21.0,2,1.0,2901.0,430.0
2359,6,18,35,2.0,2,2,2.0,2.0,,2.0,21.0,2,6.0,6203.0,1006.0
2360,6,11,51,2.0,2,2,2.0,1.0,2.0,1.0,19.0,1,6.0,,
2361,6,26,42,2.0,2,2,2.0,2.0,,2.0,19.0,2,1.0,,3500.0
2362,6,27,22,2.0,2,2,2.0,2.0,,2.0,19.0,1,1.0,,5620.0
2363,6,29,2,,2,2,,,,,,2,,,
2364,6,34,0,,2,2,,,,,,1,,,
2365,6,18,27,2.0,2,2,2.0,2.0,,2.0,19.0,1,1.0,,7020.0
2366,6,12,43,2.0,2,2,2.0,2.0,,2.0,20.0,2,1.0,,4760.0
2367,6,13,50,2.0,2,2,2.0,2.0,,2.0,13.0,1,1.0,,7630.0
2368,6,14,22,2.0,2,2,2.0,2.0,2.0,2.0,16.0,1,1.0,,8965.0
2369,6,15,15,2.0,2,2,2.0,2.0,,2.0,11.0,2,,,
2370,6,9,50,2.0,2,2,2.0,2.0,,2.0,20.0,1,1.0,,4710.0
2371,6,11,50,2.0,2,2,2.0,2.0,,2.0,20.0,2,1.0,,10.0
2372,6,12,16,2.0,2,2,2.0,2.0,,2.0,13.0,2,6.0,,
2373,6,28,84,1.0,2,2,1.0,1.0,,2.0,1.0,2,6.0,,
2374,6,28,67,2.0,2,2,2.0,2.0,,2.0,1.0,2,6.0,,
2375,6,23,41,2.0,2,2,2.0,2.0,,2.0,16.0,2,1.0,,4760.0
2376,6,29,39,2.0,2,1,2.0,2.0,,2.0,16.0,2,1.0,,4760.0
2377,6,29,35,2.0,1,2,2.0,2.0,,2.0,14.0,2,6.0,,
2378,6,22,19,2.0,2,2,2.0,2.0,,2.0,14.0,1,6.0,,
2379,6,22,18,2.0,2,2,2.0,2.0,,2.0,14.0,1,6.0,,
2380,6,23,10,2.0,2,2,,2.0,,2.0,7.0,1,,,
2381,6,22,8,2.0,2,2,,2.0,,2.0,5.0,2,,,
2382,6,24,40,2.0,2,2,2.0,2.0,,2.0,11.0,1,1.0,,4000.0
2383,6,12,51,2.0,2,2,2.0,2.0,,2.0,21.0,2,1.0,2304.0,2310.0
2384,6,12,49,2.0,2,2,2.0,2.0,,2.0,19.0,1,1.0,,4810.0
2385,6,12,49,2.0,2,2,2.0,2.0,,2.0,14.0,2,6.0,,
2386,6,10,82,2.0,2,1,2.0,2.0,,2.0,21.0,2,6.0,2310.0,
2387,6,17,65,2.0,2,2,1.0,2.0,,1.0,19.0,1,6.0,,500.0
2388,6,8,49,2.0,2,2,2.0,2.0,,2.0,16.0,2,1.0,,4700.0
2389,6,11,52,2.0,2,2,2.0,2.0,,2.0,15.0,1,1.0,,5000.0
2390,6,20,38,2.0,2,2,2.0,2.0,,2.0,17.0,1,6.0,,
2391,6,22,58,2.0,2,2,2.0,2.0,,2.0,1.0,2,6.0,,4610.0
2392,6,30,57,2.0,2,2,2.0,2.0,,2.0,16.0,1,1.0,,7200.0
2393,6,31,23,2.0,2,2,2.0,2.0,,2.0,19.0,2,1.0,,4430.0
2394,6,10,51,2.0,2,2,2.0,2.0,,2.0,20.0,1,6.0,,9120.0
2395,6,24,45,2.0,2,2,2.0,2.0,,2.0,19.0,1,1.0,,4965.0
2396,6,22,44,2.0,2,2,2.0,2.0,,2.0,20.0,2,6.0,,
2397,6,19,22,2.0,2,2,2.0,2.0,2.0,2.0,19.0,1,4.0,,3300.0
