,ST,PWGTP,AGEP,DDRS,DEAR,DEYE,DOUT,DPHY,DRATX,DREM,SCHL,SEX,ESR,FOD1P,OCCP10
2378,25,18,35,2.0,2,2,2.0,2.0,,2.0,21.0,2,1.0,6002.0,120.0
2379,25,24,59,2.0,2,2,2.0,2.0,,2.0,21.0,1,1.0,6002.0,4020.0
2380,25,19,83,2.0,2,2,2.0,2.0,,2.0,21.0,2,6.0,2601.0,
2381,25,11,44,2.0,2,2,2.0,2.0,,2.0,22.0,1,1.0,6203.0,4710.0
2382,25,11,50,2.0,2,2,2.0,2.0,,2.0,20.0,2,6.0,,4850.0
2383,25,11,8,1.0,2,2,,1.0,,1.0,5.0,2,,,
2384,25,14,4,,2,2,,,,,1.0,2,,,
2385,25,10,4,,2,2,,,,,1.0,1,,,
2386,25,14,42,2.0,2,2,2.0,2.0,,2.0,24.0,2,1.0,3600.0,2200.0
2387,25,17,41,2.0,2,2,2.0,2.0,2.0,2.0,16.0,1,1.0,,430.0
2388,25,18,11,2.0,2,2,,2.0,,2.0,7.0,2,,,
2389,25,16,9,2.0,2,2,,2.0,,2.0,6.0,1,,,
2390,25,21,55,2.0,2,2,2.0,2.0,,2.0,22.0,1,1.0,6200.0,2015.0
2391,25,5,82,2.0,1,2,1.0,1.0,,1.0,15.0,1,6.0,,
2392,25,18,86,2.0,2,2,1.0,1.0,,1.0,16.0,2,6.0,,
2393,25,15,43,2.0,2,2,2.0,2.0,,2.0,19.0,2,1.0,,4230.0
2394,25,11,47,2.0,2,2,2.0,2.0,,2.0,16.0,1,1.0,,4250.0
2395,25,18,20,2.0,2,2,2.0,2.0,,2.0,19.0,1,6.0,,
2396,25,21,18,2.0,2,2,2.0,2.0,,2.0,14.0,1,6.0,,
2397,25,13,59,2.0,2,2,2.0,2.0,,2.0,22.0,1,1.0,2414.0,430.0
2398,25,14,58,2.0,2,2,2.0,2.0,,2.0,22.0,2,1.0,2312.0,2340.0
2399,25,16,25,2.0,2,2,2.0,2.0,,2.0,21.0,2,6.0,5403.0,2010.0
2400,25,23,57,2.0,2,2,2.0,2.0,,2.0,22.0,1,1.0,5200.0,4010.0
2401,25,20,51,2.0,2,2,2.0,2.0,,2.0,24.0,2,6.0,5200.0,
2402,25,22,12,2.0,2,2,,2.0,,2.0,8.0,1,,,
2403,25,21,7,2.0,2,2,,2.0,,2.0,2.0,2,,,
2404,25,8,62,2.0,2,2,2.0,2.0,,2.0,12.0,1,6.0,,
2405,25,6,57,2.0,2,2,1.0,2.0,,1.0,16.0,1,6.0,,
2406,25,10,19,2.0,2,2,2.0,2.0,,2.0,19.0,1,6.0,,
2407,25,6,19,2.0,2,2,2.0,2.0,,2.0,19.0,2,6.0,,
2408,25,27,35,2.0,2,2,2.0,2.0,,2.0,21.0,2,1.0,5507.0,2010.0
2409,25,28,33,2.0,2,2,2.0,2.0,,2.0,21.0,1,1.0,5301.0,3700.0
2410,25,24,1,,2,2,,,,,,2,,,
2411,25,4,83,1.0,2,1,1.0,1.0,,1.0,16.0,2,6.0,,
2412,25,8,81,2.0,2,2,2.0,2.0,2.0,2.0,22.0,1,6.0,3301.0,
2413,25,8,76,2.0,2,2,2.0,2.0,,2.0,21.0,2,6.0,2603.0,
2414,25,17,38,2.0,2,2,2.0,2.0,,2.0,22.0,1,1.0,5901.0,220.0
2415,25,13,33,2.0,2,2,2.0,2.0,,2.0,24.0,2,1.0,3600.0,1650.0
2416,25,23,27,2.0,2,2,2.0,2.0,,2.0,22.0,1,1.0,5506.0,430.0
2417,25,4,18,2.0,2,2,2.0,2.0,,1.0,16.0,2,1.0,,5700.0
2418,25,13,19,2.0,2,2,2.0,2.0,,2.0,16.0,2,6.0,,4720.0
2419,25,10,72,2.0,2,2,2.0,2.0,,2.0,15.0,1,6.0,,
2420,25,10,70,2.0,2,2,2.0,2.0,,2.0,19.0,2,1.0,,3500.0
2421,25,15,41,2.0,2,2,2.0,2.0,,2.0,20.0,2,1.0,,9120.0
2422,25,15,22,2.0,2,2,2.0,2.0,,2.0,16.0,1,3.0,,9620.0
2423,25,7,41,2.0,2,2,2.0,2.0,,2.0,21.0,1,1.0,6207.0,7700.0
2424,25,9,39,2.0,2,2,2.0,2.0,,2.0,19.0,2,1.0,,4700.0
2425,25,11,11,2.0,2,2,,2.0,,2.0,7.0,1,,,
2426,25,11,7,2.0,2,2,,2.0,,2.0,4.0,1,,,
2427,25,18,36,2.0,2,2,2.0,2.0,,2.0,21.0,2,6.0,4801.0,3230.0
2428,25,20,42,2.0,2,2,2.0,2.0,,2.0,22.0,1,1.0,2602.0,230.0
2429,25,21,4,,2,2,,,,,1.0,1,,,
2430,25,20,1,,2,2,,,,,,1,,,
2431,25,11,60,2.0,2,2,2.0,2.0,,2.0,19.0,2,1.0,,4610.0
2432,25,22,20,2.0,2,2,2.0,2.0,,2.0,18.0,1,6.0,,5400.0
2433,25,34,50,2.0,2,2,2.0,2.0,,2.0,22.0,2,6.0,5200.0,
2434,25,38,49,2.0,2,2,2.0,2.0,,2.0,21.0,1,1.0,6200.0,10.0
2435,25,37,12,2.0,2,2,,2.0,,2.0,9.0,2,,,
2436,25,14,41,2.0,2,2,2.0,2.0,,2.0,21.0,1,1.0,2407.0,1020.0
2437,25,20,32,2.0,2,2,2.0,2.0,,2.0,22.0,2,1.0,6107.0,3255.0
2438,25,28,41,2.0,2,2,2.0,2.0,,2.0,22.0,2,1.0,5301.0,2860.0
2439,25,34,17,2.0,2,2,2.0,2.0,,2.0,14.0,2,1.0,,4250.0
2440,25,15,48,2.0,2,2,2.0,2.0,,2.0,21.0,1,1.0,3301.0,3060.0
2441,25,13,48,2.0,2,2,2.0,2.0,,2.0,23.0,2,1.0,5501.0,2100.0
2442,25,11,11,2.0,2,2,,2.0,,2.0,8.0,2,,,
2443,25,14,8,2.0,2,2,,2.0,,2.0,5.0,1,,,
2444,25,12,21,2.0,2,2,2.0,2.0,,2.0,18.0,2,1.0,,4510.0
2445,25,5,22,2.0,2,2,2.0,2.0,,2.0,16.0,1,1.0,,9640.0
2446,25,13,35,2.0,2,2,2.0,2.0,,2.0,24.0,2,1.0,3600.0,1760.0
2447,25,19,40,2.0,2,2,2.0,2.0,,2.0,24.0,1,1.0,5007.0,1760.0
2448,25,16,3,,2,2,,,,,1.0,1,,,
2449,25,16,1,,2,2,,,,,,1,,,
2450,25,19,43,2.0,2,2,2.0,2.0,,2.0,21.0,2,6.0,6200.0,
2451,25,14,9,2.0,2,2,,2.0,,2.0,6.0,1,,,
2452,25,12,54,2.0,2,2,2.0,2.0,,2.0,22.0,1,1.0,5301.0,3850.0
2453,25,14,53,2.0,2,2,2.0,2.0,,2.0,19.0,2,1.0,,5700.0
2454,25,15,24,2.0,2,2,2.0,2.0,,2.0,21.0,2,1.0,6206.0,630.0
2455,25,12,20,2.0,2,2,2.0,2.0,,2.0,16.0,1,6.0,,9130.0
2456,25,14,76,1.0,2,2,1.0,1.0,,1.0,20.0,2,6.0,,
2457,25,70,46,2.0,2,2,2.0,2.0,,2.0,16.0,2,1.0,,4700.0
2458,25,77,14,2.0,2,2,,2.0,,2.0,11.0,1,,,
2459,25,77,14,2.0,2,2,,2.0,,2.0,11.0,1,,,
2460,25,80,23,2.0,2,2,2.0,2.0,,2.0,19.0,1,1.0,,9130.0
2461,25,87,40,2.0,2,2,2.0,2.0,1.0,2.0,18.0,1,3.0,,110.0
2462,25,7,14,1.0,2,1,,1.0,,2.0,11.0,1,,,
2463,25,10,61,2.0,2,2,2.0,2.0,,2.0,22.0,2,6.0,3301.0,2320.0
2464,25,12,21,2.0,2,2,2.0,2.0,,2.0,21.0,1,3.0,5505.0,5400.0
2465,25,82,40,2.0,2,2,2.0,2.0,,2.0,22.0,2,1.0,5200.0,110.0
2466,25,23,61,2.0,2,2,2.0,2.0,,2.0,19.0,2,6.0,,5240.0
2467,25,22,65,2.0,1,2,2.0,1.0,1.0,1.0,18.0,1,6.0,,
2468,25,23,31,2.0,2,2,2.0,2.0,,2.0,21.0,1,1.0,6207.0,800.0
2469,25,12,51,2.0,2,2,2.0,2.0,,2.0,21.0,2,1.0,6107.0,3255.0
2470,25,13,53,2.0,2,2,1.0,1.0,,1.0,13.0,1,6.0,,4220.0
2471,25,19,44,2.0,2,2,2.0,2.0,1.0,1.0,16.0,1,1.0,,7340.0
2472,25,19,42,2.0,2,2,2.0,2.0,,1.0,19.0,2,3.0,,5110.0
2473,25,23,10,2.0,2,2,,2.0,,2.0,6.0,2,,,
2474,25,19,17,2.0,2,2,1.0,2.0,,1.0,14.0,2,6.0,,4720.0
2475,25,22,14,2.0,2,2,,2.0,,1.0,11.0,2,,,
2476,25,23,20,2.0,2,2,2.0,2.0,,2.0,19.0,1,1.0,,4840.0
2477,25,50,49,1.0,2,2,2.0,1.0,,2.0,16.0,2,1.0,,4610.0
2478,25,53,58,1.0,2,2,2.0,1.0,,2.0,16.0,1,6.0,,7420.0
2479,25,13,31,2.0,2,2,2.0,2.0,,1.0,19.0,2,6.0,,5240.0
2480,25,31,32,2.0,2,2,2.0,2.0,,2.0,21.0,1,1.0,6203.0,800.0
2481,25,38,34,2.0,2,2,2.0,2.0,,2.0,21.0,2,1.0,1901.0,5940.0
2482,25,14,26,2.0,2,2,2.0,2.0,,2.0,21.0,1,1.0,5506.0,430.0
2483,25,11,25,2.0,2,2,2.0,2.0,,2.0,21.0,2,1.0,6006.0,735.0
2484,25,22,48,2.0,2,2,2.0,2.0,,2.0,21.0,1,1.0,5506.0,4840.0
2485,25,21,40,2.0,2,2,2.0,2.0,,2.0,21.0,2,1.0,6203.0,4620.0
2486,25,18,62,2.0,2,2,2.0,2.0,,2.0,16.0,1,3.0,,5860.0
2487,25,8,19,2.0,2,1,2.0,2.0,,2.0,19.0,2,1.0,,2340.0
2488,25,20,45,2.0,2,2,2.0,2.0,,2.0,22.0,1,1.0,6402.0,2040.0
2489,25,11,36,2.0,2,2,2.0,2.0,,2.0,23.0,1,1.0,4007.0,3060.0
2490,25,16,36,2.0,2,2,2.0,2.0,,2.0,23.0,2,1.0,6108.0,3060.0
2491,25,13,2,,2,2,,,,,,2,,,
2492,25,13,49,2.0,2,2,2.0,2.0,,2.0,21.0,2,1.0,3401.0,137.0
2493,25,21,50,2.0,2,2,2.0,2.0,,2.0,21.0,1,1.0,5507.0,430.0
2494,25,20,45,2.0,2,2,2.0,2.0,,2.0,21.0,2,1.0,1301.0,5120.0
2495,25,26,12,2.0,2,2,,2.0,,2.0,10.0,2,,,
2496,25,27,11,2.0,2,2,,2.0,,2.0,7.0,2,,,
2497,25,32,9,2.0,2,2,,2.0,,2.0,4.0,1,,,
2498,25,1,55,2.0,2,2,2.0,2.0,,2.0,22.0,1,6.0,3700.0,9620.0
2499,25,24,64,2.0,2,2,1.0,1.0,,2.0,21.0,2,6.0,5507.0,
2500,25,22,71,2.0,2,2,2.0,2.0,,2.0,16.0,2,1.0,,5700.0
2501,25,17,47,2.0,2,2,1.0,2.0,,2.0,16.0,2,2.0,,5860.0
2502,25,20,48,2.0,2,2,2.0,2.0,,2.0,21.0,1,1.0,6203.0,430.0
2503,25,18,17,2.0,2,2,2.0,2.0,,2.0,14.0,2,6.0,,
2504,25,18,12,2.0,2,2,,2.0,,2.0,10.0,2,,,
2505,25,18,10,2.0,2,2,,2.0,,2.0,8.0,2,,,
2506,25,9,29,2.0,2,2,2.0,2.0,,2.0,21.0,2,6.0,3301.0,3300.0
2507,25,3,54,2.0,2,2,2.0,1.0,,1.0,16.0,2,1.0,,4760.0
2508,25,3,17,2.0,2,2,2.0,2.0,,2.0,14.0,2,1.0,,4110.0
2509,25,23,64,2.0,2,2,2.0,2.0,2.0,2.0,16.0,1,1.0,,9600.0
2510,25,22,49,2.0,2,2,2.0,2.0,,2.0,20.0,2,1.0,,5240.0
2511,25,18,24,2.0,2,2,2.0,2.0,,2.0,17.0,1,6.0,,
2512,25,18,23,2.0,2,2,2.0,2.0,,2.0,16.0,1,1.0,,6440.0
2513,25,11,73,2.0,2,2,2.0,1.0,,2.0,18.0,2,6.0,,
2514,25,13,48,2.0,2,2,2.0,2.0,,2.0,20.0,2,1.0,,430.0
2515,25,12,11,2.0,2,2,,2.0,,2.0,9.0,2,,,
2516,25,14,73,2.0,2,2,2.0,2.0,2.0,2.0,21.0,1,1.0,2414.0,2710.0
2517,25,8,68,2.0,2,2,2.0,1.0,,2.0,16.0,2,6.0,,
2518,25,13,18,2.0,2,2,2.0,2.0,,2.0,18.0,2,6.0,,
2519,25,14,15,2.0,2,2,2.0,2.0,,2.0,13.0,1,,,
2520,25,14,89,2.0,2,2,2.0,2.0,1.0,2.0,13.0,1,6.0,,
2521,25,11,58,2.0,2,2,2.0,2.0,,2.0,21.0,1,1.0,2400.0,300.0
2522,25,3,21,2.0,2,2,2.0,2.0,,2.0,16.0,2,6.0,,2340.0
2523,25,9,44,2.0,2,2,2.0,2.0,,2.0,23.0,1,1.0,5506.0,2100.0
2524,25,10,43,2.0,2,2,2.0,2.0,,2.0,23.0,2,1.0,3600.0,3060.0
2525,25,11,13,2.0,2,2,,2.0,,2.0,10.0,1,,,
2526,25,11,8,2.0,2,2,,2.0,,2.0,5.0,1,,,
2527,25,22,42,2.0,2,2,2.0,2.0,,2.0,21.0,1,1.0,2408.0,6320.0
2528,25,21,40,2.0,2,2,2.0,2.0,,2.0,21.0,2,1.0,1901.0,2340.0
2529,25,21,6,2.0,2,2,,2.0,,2.0,3.0,2,,,
2530,25,12,71,2.0,2,2,2.0,2.0,,2.0,19.0,1,6.0,,430.0
2531,25,10,56,2.0,2,2,2.0,2.0,,2.0,16.0,2,6.0,,5700.0
2532,25,8,83,2.0,1,2,2.0,2.0,2.0,2.0,14.0,1,6.0,,
2533,25,6,78,2.0,2,2,2.0,2.0,,2.0,16.0,2,6.0,,
2534,25,12,60,2.0,2,2,2.0,2.0,,2.0,17.0,2,1.0,,3600.0
2535,25,19,55,2.0,2,2,2.0,2.0,,2.0,20.0,1,1.0,,8030.0
2536,25,38,52,2.0,2,2,2.0,2.0,,2.0,20.0,2,1.0,,7750.0
2537,25,23,29,2.0,2,2,2.0,2.0,,2.0,21.0,1,1.0,5501.0,3255.0
2538,25,56,48,2.0,2,2,2.0,2.0,,2.0,21.0,1,6.0,2408.0,
2539,25,16,50,2.0,2,2,2.0,2.0,,2.0,22.0,1,1.0,2408.0,1020.0
2540,25,15,52,2.0,2,2,2.0,2.0,,2.0,21.0,2,6.0,6002.0,2540.0
2541,25,18,17,2.0,2,2,2.0,2.0,,2.0,14.0,1,6.0,,
2542,25,23,13,2.0,2,2,,2.0,,2.0,10.0,1,,,
2543,25,13,50,2.0,2,2,2.0,2.0,,2.0,21.0,1,1.0,5200.0,350.0
2544,25,14,36,2.0,2,2,2.0,2.0,,2.0,21.0,2,2.0,3606.0,740.0
2545,25,12,0,,2,2,,,,,,2,,,
2546,25,2,13,2.0,2,2,,2.0,,1.0,10.0,1,,,
2547,25,12,19,2.0,2,2,2.0,2.0,,2.0,19.0,2,3.0,,5240.0
2548,25,11,20,2.0,2,2,2.0,2.0,,2.0,19.0,1,1.0,,3400.0
2549,25,15,76,1.0,2,2,1.0,1.0,,1.0,18.0,2,6.0,,
2550,25,6,21,2.0,2,2,2.0,2.0,,2.0,19.0,2,6.0,,5700.0
2551,25,56,51,2.0,2,2,2.0,2.0,,2.0,21.0,1,1.0,5501.0,410.0
2552,25,62,57,2.0,2,2,2.0,2.0,,2.0,19.0,2,1.0,,4700.0
2553,25,25,53,2.0,2,2,2.0,2.0,,2.0,20.0,2,1.0,,3220.0
2554,25,24,55,2.0,2,2,2.0,2.0,,2.0,16.0,1,1.0,,4240.0
2555,25,26,25,2.0,2,2,2.0,2.0,,1.0,16.0,1,3.0,,6710.0
2556,25,14,21,2.0,2,2,2.0,2.0,,2.0,16.0,1,1.0,,4720.0
2557,25,12,71,2.0,2,2,2.0,2.0,2.0,2.0,21.0,1,3.0,3301.0,9920.0
2558,25,19,70,2.0,2,2,2.0,2.0,,2.0,16.0,2,6.0,,
2559,25,18,83,2.0,1,2,1.0,2.0,2.0,1.0,16.0,1,6.0,,
2560,25,7,94,1.0,2,2,1.0,1.0,,2.0,16.0,2,6.0,,
2561,25,1,19,2.0,2,2,2.0,2.0,,2.0,19.0,1,1.0,,2720.0
2562,25,5,19,2.0,2,2,2.0,2.0,,2.0,18.0,2,6.0,,5700.0
2563,25,9,61,2.0,1,2,2.0,2.0,,2.0,18.0,2,6.0,,5540.0
2564,25,10,61,2.0,2,2,2.0,2.0,2.0,2.0,19.0,1,6.0,,5540.0
2565,25,21,26,2.0,2,2,2.0,2.0,,2.0,21.0,2,6.0,6107.0,3255.0
2566,25,18,32,2.0,2,2,2.0,2.0,,2.0,22.0,1,1.0,5501.0,120.0
2567,25,25,0,,2,2,,,,,,1,,,
2568,25,4,52,2.0,2,1,1.0,1.0,,1.0,11.0,2,3.0,,4020.0
2569,25,12,79,2.0,2,2,2.0,2.0,,2.0,16.0,2,6.0,,
2570,25,10,66,2.0,2,2,2.0,2.0,2.0,2.0,8.0,1,6.0,,
2571,25,14,45,2.0,2,2,2.0,2.0,,2.0,16.0,1,1.0,,4220.0
2572,25,11,44,2.0,2,2,2.0,2.0,,2.0,16.0,2,1.0,,5700.0
2573,25,12,17,2.0,2,2,2.0,2.0,,2.0,16.0,2,3.0,,5620.0
2574,25,45,36,2.0,2,2,2.0,2.0,,2.0,20.0,2,1.0,,3255.0
2575,25,52,15,2.0,2,2,2.0,2.0,,2.0,11.0,2,,,
2576,25,44,10,2.0,2,2,,2.0,,2.0,7.0,1,,,
2577,25,53,4,,2,2,,,,,1.0,2,,,
2578,25,4,86,1.0,2,2,1.0,1.0,,1.0,21.0,2,6.0,6402.0,
2579,25,3,19,2.0,2,2,2.0,2.0,,2.0,19.0,2,3.0,,9920.0
2580,25,9,52,2.0,2,2,2.0,2.0,,2.0,21.0,2,1.0,6203.0,2320.0
2581,25,12,59,2.0,2,2,1.0,1.0,,1.0,1.0,1,6.0,,
2582,25,15,28,2.0,2,2,2.0,2.0,,2.0,19.0,2,1.0,,3420.0
2583,25,18,55,2.0,2,2,2.0,2.0,2.0,2.0,19.0,1,1.0,,2320.0
2584,25,18,55,2.0,2,2,2.0,2.0,,2.0,16.0,2,1.0,,7700.0
2585,25,50,32,2.0,2,2,2.0,2.0,,2.0,14.0,2,1.0,,8740.0
2586,25,28,13,2.0,2,2,,2.0,,2.0,10.0,2,,,
2587,25,34,11,2.0,2,2,,2.0,,2.0,7.0,1,,,
2588,25,28,9,2.0,2,2,,2.0,,2.0,6.0,2,,,
2589,25,43,2,,2,2,,,,,,1,,,
2590,25,62,30,2.0,2,2,2.0,2.0,,2.0,11.0,1,1.0,,4210.0
2591,25,19,46,2.0,2,2,2.0,2.0,,2.0,21.0,2,1.0,6107.0,3255.0
2592,25,17,47,2.0,2,2,2.0,2.0,,2.0,23.0,1,1.0,6200.0,4920.0
2593,25,16,6,2.0,2,2,,2.0,,2.0,3.0,2,,,
2594,25,13,51,2.0,2,2,2.0,2.0,,2.0,21.0,2,1.0,5500.0,5120.0
2595,25,16,51,2.0,2,2,2.0,2.0,,2.0,21.0,1,1.0,5500.0,430.0
2596,25,19,18,2.0,2,2,2.0,2.0,,2.0,14.0,1,6.0,,
2597,25,18,79,2.0,2,2,2.0,2.0,,2.0,22.0,2,6.0,6002.0,
2598,25,1,58,1.0,2,1,1.0,1.0,,1.0,1.0,1,6.0,,
2599,25,21,64,2.0,2,2,2.0,2.0,,2.0,16.0,2,6.0,,
2600,25,20,57,2.0,2,2,2.0,2.0,,2.0,21.0,1,6.0,2102.0,1410.0
2601,25,29,37,2.0,2,2,2.0,2.0,,2.0,21.0,1,1.0,1303.0,530.0
2602,25,31,36,2.0,2,2,2.0,2.0,,2.0,22.0,2,1.0,2304.0,2310.0
2603,25,3,88,2.0,2,1,2.0,2.0,,1.0,20.0,2,6.0,,
2604,25,20,55,2.0,2,2,2.0,2.0,,2.0,20.0,2,1.0,,4800.0
2605,25,26,43,2.0,2,2,2.0,2.0,,2.0,16.0,1,1.0,,7420.0
2606,25,37,31,2.0,2,2,2.0,2.0,,2.0,22.0,1,1.0,2502.0,1006.0
2607,25,40,28,2.0,2,2,2.0,2.0,,2.0,22.0,2,1.0,5506.0,430.0
2608,25,13,85,2.0,2,2,2.0,2.0,,2.0,24.0,2,1.0,5501.0,2200.0
2609,25,12,87,1.0,2,2,1.0,2.0,2.0,1.0,24.0,1,6.0,5501.0,
2610,25,19,46,2.0,2,2,2.0,2.0,2.0,2.0,16.0,1,1.0,,7360.0
2611,25,23,43,2.0,2,2,2.0,2.0,,2.0,21.0,2,1.0,6199.0,2340.0
2612,25,38,15,2.0,2,2,2.0,2.0,,2.0,12.0,2,,,
2613,25,26,13,2.0,2,2,,2.0,,2.0,9.0,2,,,
2614,25,27,46,2.0,2,2,2.0,2.0,,2.0,23.0,1,1.0,6201.0,800.0
2615,25,24,40,2.0,2,2,2.0,2.0,,2.0,19.0,2,1.0,,430.0
2616,25,27,13,2.0,2,2,,2.0,,2.0,10.0,1,,,
2617,25,27,10,2.0,2,2,,2.0,,2.0,6.0,1,,,
2618,25,18,44,2.0,2,2,2.0,2.0,,2.0,22.0,2,1.0,6203.0,10.0
2619,25,17,90,2.0,2,2,2.0,2.0,2.0,2.0,21.0,1,6.0,6203.0,
2620,25,11,62,2.0,2,2,2.0,2.0,,2.0,22.0,2,6.0,2304.0,2320.0
2621,25,12,37,2.0,2,2,2.0,2.0,,2.0,20.0,1,1.0,,3850.0
2622,25,11,27,2.0,2,2,2.0,2.0,,2.0,19.0,1,1.0,,2910.0
2623,25,9,48,2.0,2,2,2.0,2.0,,2.0,22.0,2,1.0,3700.0,4760.0
2624,25,9,54,2.0,2,2,2.0,2.0,,2.0,22.0,1,1.0,6206.0,5600.0
2625,25,14,56,2.0,2,2,2.0,2.0,,2.0,21.0,2,6.0,5500.0,710.0
2626,25,14,20,2.0,2,2,2.0,2.0,,2.0,19.0,2,1.0,,4760.0
2627,25,16,86,1.0,2,2,1.0,1.0,2.0,2.0,16.0,1,6.0,,
2628,25,17,83,2.0,2,2,2.0,2.0,,2.0,16.0,2,6.0,,
2629,25,64,38,2.0,2,2,2.0,2.0,,2.0,20.0,2,1.0,,7800.0
2630,25,67,48,2.0,2,2,2.0,2.0,,2.0,20.0,1,1.0,,7810.0
2631,25,63,8,2.0,2,2,,2.0,,2.0,5.0,2,,,
2632,25,64,5,2.0,2,2,,2.0,,2.0,3.0,1,,,
2633,25,3,21,2.0,2,2,2.0,2.0,,2.0,19.0,1,1.0,,2340.0
2634,25,28,55,2.0,2,2,2.0,2.0,,2.0,19.0,2,1.0,,3940.0
2635,25,24,54,2.0,2,2,2.0,2.0,,2.0,20.0,1,6.0,,
2636,25,25,24,2.0,2,2,2.0,2.0,,2.0,19.0,2,3.0,,4760.0
2637,25,27,4,,2,2,,,,,1.0,2,,,
2638,25,6,83,2.0,2,2,2.0,2.0,,2.0,16.0,1,6.0,,
2639,25,5,84,2.0,2,2,2.0,2.0,,2.0,16.0,2,6.0,,
2640,25,12,47,2.0,2,2,2.0,2.0,,2.0,19.0,2,1.0,,5165.0
2641,25,19,47,2.0,2,2,2.0,2.0,,2.0,20.0,2,1.0,,9050.0
2642,25,16,1,,2,2,,,,,,1,,,
2643,25,27,54,2.0,2,2,2.0,2.0,,2.0,16.0,1,1.0,,4700.0
2644,25,50,64,2.0,2,2,2.0,2.0,2.0,2.0,16.0,1,6.0,,8320.0
2645,25,53,64,2.0,2,2,2.0,2.0,,2.0,16.0,2,6.0,,
2646,25,54,28,2.0,2,2,2.0,2.0,,2.0,14.0,1,1.0,,6710.0
2647,25,76,29,2.0,2,2,2.0,2.0,,2.0,16.0,1,1.0,,600.0
2648,25,77,51,2.0,2,2,2.0,2.0,,2.0,22.0,2,1.0,3702.0,1020.0
2649,25,46,55,2.0,2,2,2.0,2.0,,2.0,21.0,2,1.0,5507.0,4920.0
2650,25,51,57,2.0,2,2,2.0,1.0,,2.0,21.0,1,1.0,6199.0,4620.0
2651,25,38,15,2.0,2,2,2.0,2.0,,2.0,10.0,2,,,
2652,25,44,14,2.0,2,2,,2.0,,2.0,12.0,2,,,
2653,25,5,23,2.0,2,2,2.0,2.0,,2.0,19.0,2,6.0,,1965.0
2654,25,26,64,2.0,2,2,2.0,2.0,,2.0,19.0,2,6.0,,150.0
2655,25,19,45,2.0,2,2,2.0,2.0,,2.0,22.0,2,1.0,2102.0,230.0
2656,25,21,48,2.0,2,2,2.0,2.0,,2.0,21.0,1,1.0,6107.0,5610.0
2657,25,26,34,2.0,2,2,2.0,2.0,,2.0,20.0,2,1.0,,2000.0
2658,25,47,31,2.0,2,2,2.0,2.0,,2.0,16.0,2,1.0,,2340.0
2659,25,19,12,2.0,2,2,,2.0,,2.0,9.0,1,,,
2660,25,32,5,2.0,2,2,,2.0,,2.0,2.0,1,,,
2661,25,39,29,2.0,2,2,2.0,2.0,,2.0,13.0,1,1.0,,7420.0
2662,25,6,75,2.0,2,2,2.0,1.0,,2.0,18.0,2,6.0,,
2663,25,47,52,2.0,2,2,2.0,2.0,,2.0,16.0,2,6.0,,3600.0
2664,25,56,56,2.0,2,2,2.0,2.0,,2.0,16.0,1,1.0,,7210.0
2665,25,59,33,2.0,2,2,2.0,2.0,,2.0,19.0,1,1.0,,1030.0
2666,25,2,29,2.0,2,2,2.0,2.0,,1.0,17.0,1,6.0,,6260.0
2667,25,7,50,2.0,2,2,2.0,2.0,,2.0,17.0,1,1.0,,3740.0
2668,25,6,60,2.0,2,2,2.0,2.0,,2.0,19.0,2,1.0,,4810.0
2669,25,8,62,2.0,2,2,2.0,2.0,,2.0,19.0,1,3.0,,9620.0
2670,25,9,54,2.0,2,2,2.0,2.0,,2.0,16.0,2,1.0,,4150.0
2671,25,7,16,2.0,2,2,2.0,2.0,,2.0,14.0,1,6.0,,
2672,25,23,58,2.0,2,2,2.0,2.0,2.0,2.0,18.0,1,1.0,,5540.0
2673,25,25,24,1.0,2,2,1.0,1.0,,2.0,16.0,1,3.0,,4220.0
2674,25,11,60,2.0,2,2,2.0,2.0,,1.0,16.0,1,3.0,,7750.0
2675,25,12,57,2.0,2,2,2.0,2.0,,2.0,22.0,2,1.0,6212.0,800.0
2676,25,12,34,2.0,2,1,2.0,2.0,,2.0,17.0,1,6.0,,7200.0
2677,25,12,8,1.0,1,2,,2.0,,1.0,5.0,2,,,
2678,25,10,54,2.0,2,2,2.0,2.0,,2.0,21.0,1,1.0,3301.0,2840.0
2679,25,10,50,2.0,2,2,2.0,2.0,,2.0,22.0,2,1.0,3301.0,530.0
2680,25,8,16,2.0,2,2,2.0,2.0,,2.0,13.0,2,1.0,,4760.0
2681,25,9,12,2.0,2,2,,2.0,,2.0,9.0,2,,,
2682,25,24,61,2.0,2,2,2.0,2.0,,2.0,21.0,2,1.0,2601.0,5700.0
2683,25,11,22,2.0,2,2,2.0,2.0,,2.0,16.0,1,6.0,,710.0
2684,25,16,70,2.0,2,2,2.0,2.0,2.0,2.0,22.0,1,6.0,3301.0,4810.0
2685,25,17,69,2.0,2,2,1.0,2.0,,2.0,22.0,2,6.0,2304.0,
2686,25,12,69,2.0,2,2,2.0,2.0,,2.0,20.0,2,6.0,,
2687,25,15,94,2.0,1,2,1.0,1.0,,2.0,14.0,2,6.0,,
2688,25,3,49,2.0,2,2,2.0,2.0,,2.0,16.0,1,1.0,,8030.0
2689,25,4,53,2.0,2,2,2.0,2.0,,2.0,16.0,2,6.0,,
2690,25,7,20,2.0,2,2,2.0,2.0,,2.0,19.0,2,6.0,,
2691,25,8,63,2.0,2,2,2.0,2.0,,2.0,17.0,1,6.0,,6230.0
